SpellList;Name;Patch
10560;Big Voodoo Pants;11
10561;Pattern: Big Voodoo Pants;11
10562;Big Voodoo Cloak;11
10563;Pattern: Big Voodoo Cloak;11
10564;Tough Scorpid Shoulders;11
10565;Pattern: Tough Scorpid Shoulders;11
10566;Wild Leather Boots;11
10567;Pattern: Wild Leather Boots;11
10568;Tough Scorpid Leggings;11
10569;Pattern: Tough Scorpid Leggings;11
10570;Tough Scorpid Helm;11
10571;Pattern: Tough Scorpid Helm;11
10572;Wild Leather Leggings;11
10573;Pattern: Wild Leather Leggings;11
10574;Wild Leather Cloak;11
10575;Pattern: Wild Leather Cloak;11
10655;Thick Armor Kit;11
10656;Dragonscale Leatherworking;11
10657;Dragonscale Leatherworking;11
10658;Elemental Leatherworking;11
10659;Elemental Leatherworking;11
10660;Tribal Leatherworking;11
10661;Tribal Leatherworking;11
10673;Summon Bombay;11
10674;Summon Cornish Rex;11
10676;Summon Orange Tabby;11
10678;Summon Silver Tabby;11
10679;Summon White Kitten;11
10680;Summon Cockatiel;11
10684;Summon Senegal;11
10685;Summon Ancona;11
10698;Summon Emerald Whelpling;11
10709;Summon Prairie Dog;11
10711;Summon Snowshoe Rabbit;11
10714;Summon Black Kingsnake;11
10716;Summon Brown Snake;11
10717;Summon Crimson Snake;11
10787;Panther;11
10788;Leopard;11
10789;Spotted Frostsaber;11
10790;Tiger;11
10792;Spotted Panther;11
10793;Striped Nightsaber;11
10795;Ivory Raptor;11
10796;Turquoise Raptor;11
10798;Obsidian Raptor;11
10799;Violet Raptor;11
10873;Red Mechanostrider;11
10969;Blue Mechanostrider;11
11209;Summon Smithing Hammer;11
11264;Ice Blast;11
11338;Instant Poison IV;11
11341;Instant Poison IV;11
11344;Instant Poison;11
11390;Arcane Elixir;11
11402;Shay's Bell;11
11403;Dream Vision;11
11405;Elixir of the Giants;11
11437;Opening Chest;11
11438;Join Map Fragments;11
11449;Elixir of Agility;11
11453;Magic Resistance Potion;11
11454;Inlaid Mithril Cylinder;11
11457;Superior Healing Potion;11
11459;Philosophers' Stone;11
11461;Arcane Elixir;11
11464;Invisibility Potion;11
11465;Elixir of Greater Intellect;11
11467;Elixir of Greater Agility;11
11468;Elixir of Dream Vision;11
11472;Elixir of Giants;11
11474;Shadow Power;11
11476;Elixir of Shadow Power;11
11479;Transmute: Iron to Gold;11
11480;Transmute: Mithril to Truesilver;11
11483;Elixir of Agility;11
11491;Superior Healing Potion;11
11496;Arcane Elixir;11
11497;Elixir of Greater Intellect;11
11498;Elixir of Greater Agility;11
11503;Recipe: Magic Resistance Potion;11
11506;Recipe: Invisibility Potion;11
11508;Recipe: Elixir of Dream Vision;11
11509;Recipe: Elixir of Giants;11
11513;Empty Phial;11
11529;Recipe: Philosophers' Stone;11
11531;Recipe: Elixir of Shadow Power;11
11532;Recipe: Transmute Iron to Gold;11
11533;Recipe: Transmute Mithril to Truesilver;11
11535;Opening Safe;11
11537;Charge Stave of Equinex;11
11547;Drive Nimboya's Laden Pike;11
11610;Gammerita Turtle Camera;11
11629;Potent Alcohol;11
11637;Empty Heavy Phial;11
11643;Golden Scale Gauntlets;11
11644;Plans: Golden Scale Gauntlets;11
11757;Digging for Cobalt;11
11758;Dowsing;11
11759;Basilisk Sample;11
11760;Hyena Sample;11
11761;Scorpid Sample;11
11826;Electromagnetic Gigaflux Reactivator;11
11992;Detect Gahz'ridian;11
12048;Black Mageweave Vest;11
12049;Black Mageweave Leggings;11
12050;Black Mageweave Robe;11
12052;Shadoweave Pants;11
12053;Black Mageweave Gloves;11
12055;Shadoweave Robe;11
12067;Dreamweave Gloves;11
12070;Dreamweave Vest;11
12071;Shadoweave Gloves;11
12072;Black Mageweave Headband;11
12073;Black Mageweave Boots;11
12074;Black Mageweave Shoulders;11
12075;Lavender Mageweave Shirt;11
12076;Shadoweave Shoulders;11
12078;Red Mageweave Shoulders;11
12080;Pink Mageweave Shirt;11
12082;Shadoweave Boots;11
12084;Red Mageweave Headband;11
12085;Tuxedo Shirt;11
12089;Tuxedo Pants;11
12091;White Wedding Dress;11
12092;Dreamweave Circlet;11
12093;Tuxedo Jacket;11
12100;Black Mageweave Vest;11
12101;Black Mageweave Leggings;11
12102;Black Mageweave Robe;11
12103;Shadoweave Pants;11
12104;Black Mageweave Gloves;11
12105;Shadoweave Robe;11
12111;Dreamweave Gloves;11
12113;Dreamweave Vest;11
12114;Shadoweave Gloves;11
12115;Black Mageweave Headband;11
12116;Black Mageweave Boots;11
12117;Black Mageweave Shoulders;11
12121;Shadoweave Shoulders;11
12126;Shadoweave Boots;11
12132;Dreamweave Circlet;11
12146;Pattern: Red Mageweave Shoulders;11
12148;Pattern: Red Mageweave Headband;11
12172;Pattern: Lavender Mageweave Shirt;11
12173;Pattern: Pink Mageweave Shirt;11
12183;Pattern: Tuxedo Shirt;11
12184;Pattern: Tuxedo Pants;11
12185;Pattern: White Wedding Dress;11
12186;Pattern: Tuxedo Jacket;11
12243;Summon Mechanical Chicken;11
12418;Stealth Detection;11
12460;Sniper Scope;11
12543;Hi-Explosive Bomb;11
12607;Catseye Ultra Goggles;11
12615;Spellpower Goggles Xtreme;11
12620;Sniper Scope;11
12647;Schematic: Catseye Ultra Goggles;11
12649;Schematic: Spellpower Goggles Xtreme;11
12652;Schematic: Sniper Scope;11
12709;Collecting Fallout;11
12802;Getting Tide Pool Sample #1;11
12805;Getting Tide Pool Sample #2;11
12806;Getting Tide Pool Sample #3;11
12808;Getting Tide Pool Sample #4;11
12894;Recipe: Inlaid Mithril Cylinder;11
12895;Inlaid Mithril Cylinder Plans;11
12903;Gnomish Harm Prevention Belt;11
12905;Gnomish Rocket Boots;11
12906;Gnomish Battle Chicken;11
12907;Gnomish Mind Control Cap;11
12909;Inlaid Mithril Cylinder;11
12914;Gnomish Harm Prevention Belt;11
12916;Gnomish Rocket Boots;11
12917;Gnomish Battle Chicken;11
12918;Gnomish Mind Control Cap;11
13141;Gnomish Rocket Boots;11
13180;Gnomish Mind Control Cap;11
13234;Harm Prevention Belt;11
13522;Enchant Cloak - Lesser Shadow Resistance;11
13525;Formula: Enchant Cloak - Lesser Shadow Resistance;11
13594;Increase Arcane Dam 7;11
13670;Increased Dodge 2;11
13702;Runed Truesilver Rod;11
13703;Runed Truesilver Rod;11
13739;Greater Nether Essence;11
13740;Lesser Nether Essence;11
13744;Blazing Emblem;11
13752;Faerie Fire;11
13817;Enchant Shield - Stamina;11
13818;Formula: Enchant Shield - Stamina;11
13819;Summon Warhorse;11
13820;Summon Warhorse;11
13841;Enchant Gloves - Advanced Mining;11
13842;Formula: Enchant Gloves - Advanced Mining;11
13846;Enchant Bracer - Greater Spirit;11
13850;Formula: Enchant Bracer - Greater Spirit;11
13882;Enchant Cloak - Lesser Agility;11
13883;Formula: Enchant Cloak - Lesser Agility;11
13931;Enchant Bracer - Deflection;11
13932;Formula: Enchant Bracer - Deflection;11
13933;Enchant Shield - Frost Resistance;11
13934;Formula: Enchant Shield - Frost Resistance;11
13945;Enchant Bracer - Greater Stamina;11
13946;Formula: Enchant Bracer - Greater Stamina;11
13947;Enchant Gloves - Riding Skill;11
13949;Formula: Enchant Gloves - Minor Riding;11
13959;Electrostatic Charge;11
14248;Increase Spell Dam 21;11
14380;Truesilver Rod;11
14382;Truesilver Rod;11
14633;Increased Nature Resist 12;11
14794;Increase Shadow Dam 24;11
15067;Summon Sprite Darter Hatchling;11
15855;Roast Raptor;11
15856;Hot Wolf Ribs;11
15857;Recipe: Roast Raptor;11
15858;Recipe: Hot Wolf Ribs;11
15861;Jungle Stew;11
15862;Recipe: Jungle Stew;11
15863;Carrion Surprise;11
15864;Recipe: Carrion Surprise;11
15865;Mystery Stew;11
15866;Recipe: Mystery Stew;11
15874;Increased 1H Axe;11
16058;Primal Leopard;11
16059;Tawny Sabercat;11
16060;Golden Sabercat;11
16589;Noggenfogger Elixir;11
17015;Destroy Tent;11
17039;Master Swordsmith;11
17040;Master Hammersmith;11
17041;Master Axesmith;11
17154;The Green Tower;11
17371;Increase Healing 44;11
17453;Green Mechanostrider;11
17454;Unpainted Mechanostrider;11
17455;Purple Mechanostrider;11
17456;Red & Blue Mechanostrider;11
17458;Fluorescent Green Mechanostrider;11
17462;Red Skeletal Horse;11
17463;Blue Skeletal Horse;11
17464;Brown Skeletal Horse;11
17746;Stealth 5;11
17816;Sharp Dresser;11
18049;Increase Spell Dam 26;11
18097;The Green Tower;11
18107;Wound;11
18211;Shadow Bolt;11
18214;Shadow Bolt;11
18363;Riding Kodo;11
18796;Fireball;11
18797;Flurry Axe;11
18820;Insight;11
18826;Savior's Sacrifice;11
18887;Create Nimboya's Laden Pike;11
19395;Gordunni Trap;11
19480;Paranoia;11
19932;QAEnchant Cloak +7 Fire Resistance;11
20435;Paranoia;11
20875;Rumsey Rum;11
20916;Mithril Headed Trout;11
20921;Recipe: Mithril Head Trout;11
22091;QAEnchant Cloak +5 Resistances;11
22099;QAEnchant Shield +8 Frost Resistance;11
23133;Gnomish Battle Chicken;11
23134;Goblin Bomb;11
27118;QAEnchant Cloak +15 Fire Resistance;11
27119;QAEnchant Cloak +15 Nature Resistance;11
28612;Conjure Food;11
29624;Searing Arrow;11
29638;Searing Arrow;11
30174;Riding Turtle;11
128;Spellstone;10
481;Water Elemental;10
495;Polymorph: Sheep;10
549;zzOLDUndying Strength;10
559;Exorcism;10
567;Undying Strength;10
574;Redemption;10
611;Seal of Sacrifice;10
657;Create Greater Healthstone;10
658;zzOLDInvisibility Totem;10
663;Fear;10
713;Turn Undead;10
789;Divine Escape;10
844;Ice Armor;10
860;Renew;10
862;Drain Mana;10
882;Holy Smite;10
886;Invisibility;10
892;zzOLDSentry Totem;10
894;Blink;10
909;zzOLDUnyielding Will;10
910;Unyielding Will;10
926;Thunderclap;10
952;Molten Blast;10
960;Greater Healing Wave;10
966;zzOLDGroup Astral Recall;10
967;Group Astral Recall;10
979;Corruption;10
987;zzOLDHealing Totem;10
997;Prayer of Healing;10
1029;Curse of Agony;10
1073;zzOLDDivine Escape (NYI);10
1101;Mana Funnel;10
1105;Seal of Wisdom;10
1138;Crystal Protection;10
1941;zzOLDMana Funnel;10
2011;zzOLDRebirth;10
2362;Create Spellstone;10
2601;Fire Shield III;10
2610;Shock;10
2783;zzOLDRemove Curse;10
2824;Deadly Poison II;10
2837;Deadly Poison II;10
2844;Deadly Poison;10
2937;zzOLDSleep;10
3064;Holy Word: Shield;10
3069;Sleep;10
3081;Holy Word: Fortitude;10
3094;Seal of Righteousness;10
3214;Lightning Storm;10
3218;Call Spirit;10
3376;Curiously Tasty Omelet;10
3379;Recipe: Curiously Tasty Omelet;10
3399;Tasty Lion Steak;10
3403;Recipe: Tasty Lion Steak;10
3413;Cooking;10
3474;Holy Light;10
3496;Moonsteel Broadsword;10
3498;Massive Iron Axe;10
3549;zzOLDAgitating Totem;10
3552;Conjure Mana Jade;10
3553;Conjure Mana Jade;10
3684;Judgement;10
3695;Seal of Reckoning;10
3722;Summon Syndicate Spectre;10
3725;Purify;10
3729;Shock;10
3750;Remove Curse;10
3751;Rain of Fire;10
3801;Pattern: Guardian Cloak;10
3813;Small Silk Pack;10
3814;Small Silk Pack;10
3839;Bolt of Silk Cloth;10
3854;Azure Silk Gloves;10
3855;Spidersilk Boots;10
3856;Spider Silk Slippers;10
3858;Shadow Hood;10
3859;Azure Silk Vest;10
3860;Boots of the Enchanter;10
3861;Long Silken Cloak;10
3863;Spider Belt;10
3865;Bolt of Mageweave;10
3871;Formal White Shirt;10
3874;Bolt of Silk Cloth;10
3875;Bolt of Mageweave;10
3886;Spidersilk Boots;10
3888;Azure Silk Vest;10
3889;Long Silken Cloak;10
3893;Formal White Shirt;10
3899;Pattern: Spider Silk Slippers;10
3900;Pattern: Shadow Hood;10
3901;Pattern: Boots of the Enchanter;10
3903;Pattern: Spider Belt;10
3904;Pattern: Star Belt;10
3906;Pattern: Robes of Arcana;10
3961;Gyrochronatom;10
3962;Iron Grenade;10
3965;Advanced Target Dummy;10
3967;Big Iron Bomb;10
3969;Mechanical Dragonling;10
3972;Large Seaforium Charge;10
3976;Accurate Scope;10
3979;Accurate Scope;10
4017;Gyrochronatom;10
4018;Iron Grenade;10
4022;Advanced Target Dummy;10
4023;Big Iron Bomb;10
4035;Schematic: Large Seaforium Charge;10
4068;Iron Grenade;10
4069;Big Iron Bomb;10
4072;Advanced Target Dummy;10
4075;Large Seaforium Charge;10
4130;Banish Burning Exile;10
4131;Banish Cresting Exile;10
4132;Banish Thundering Exile;10
5311;zzOLDBattle Roar;10
5312;zzOLDEntangling Roots;10
5502;Sense Undead;10
5592;zzOLDRedemption;10
5645;zzOLDWisdom Aura;10
5701;zzOLDCreate Greater Bloodstone;10
5734;zzOLDInvisibility Totem;10
6058;zzOLDLightning Storm;10
6139;zzOLDBlink;10
6148;zzOLDWater Elemental;10
6296;Enchant: Fiery Blaze;10
6361;zzOLDBarkskin;10
6378;zzOLDHealing Totem;10
6485;Create Spellstone;10
6644;Frost Nova;10
6690;Lesser Wizard's Robe;10
6691;Lesser Wizard's Robe;10
6692;Robes of Arcana;10
6693;Green Silk Pack;10
6694;Pattern: Green Silk Pack;10
6695;Black Silk Pack;10
6696;Pattern: Black Silk Pack;10
6701;Pattern: Rich Purple Silk Shirt;10
6705;Murloc Scale Bracers;10
6709;Pattern: Murloc Scale Bracers;10
7108;Moist Towelette;10
7147;Guardian Pants;10
7148;Guardian Pants;10
7153;Guardian Cloak;10
7258;Frost Protection Potion;10
7263;Recipe: Frost Protection Potion;10
7285;Blow Maraudine Horn;10
7681;Increase Healing 15;10
7685;Increase Fire Dam 4;10
7699;Increase Frost Dam 4;10
7701;Increase Frost Dam 7;10
7710;Increase Shadow Dam 9;10
7732;Fishing;10
7896;Exploding Shot;10
7898;Pattern: Dark Silk Shirt;10
7914;Capture Spirit;10
7928;Silk Bandage;10
7930;Silk Bandage;10
7933;Strong Anti-Venom;10
7935;Strong Anti-Venom;10
7937;Formula: Strong Anti-Venom;10
8101;Stamina;10
8114;Spirit;10
8243;Flash Bomb;10
8244;Schematic: Flash Bomb;10
8313;Poison;10
8363;Parasite;10
8385;Swift Wind;10
8483;White Swashbuckler's Shirt;10
8489;Red Swashbuckler's Shirt;10
8490;White Swashbuckler's Shirt;10
8491;Red Swashbuckler's Shirt;10
8688;Instant Poison III;10
8691;Instant Poison III;10
8693;Mind-numbing Poison II;10
8694;Mind-numbing Poison II;10
8695;Mind-numbing Poison;10
8758;Azure Silk Pants;10
8759;Azure Silk Pants;10
8760;Azure Silk Hood;10
8761;Azure Silk Hood;10
8762;Silk Headband;10
8763;Silk Headband;10
8772;Crimson Silk Belt;10
8773;Crimson Silk Belt;10
8774;Green Silken Shoulders;10
8775;Green Silken Shoulders;10
8778;Boots of Darkness;10
8779;Pattern: Boots of Darkness;10
8780;Hands of Darkness;10
8781;Pattern: Hands of Darkness;10
8782;Truefaith Gloves;10
8783;Pattern: Truefaith Gloves;10
8784;Green Silk Armor;10
8785;Pattern: Green Silk Armor;10
8786;Azure Silk Cloak;10
8787;Pattern: Azure Silk Cloak;10
8791;Crimson Silk Vest;10
8793;Crimson Silk Shoulders;10
8794;Pattern: Crimson Silk Shoulders;10
8795;Azure Shoulders;10
8796;Pattern: Azure Shoulders;10
8799;Crimson Silk Pantaloons;10
8801;Crimson Silk Pantaloons;10
8807;Crimson Silk Vest;10
8810;Instant Poison;10
8838;Azure Silk Gloves;10
8880;Copper Dagger;10
8881;Copper Dagger;10
8892;Goblin Rocket Boots;10
9140;Attack Power 10;10
9142;Attack Power 14;10
9159;Sleep;10
9175;Running Speed;10
9197;Green Whelp Armor;10
9202;Green Whelp Bracers;10
9206;Dusky Belt;10
9208;Swift Boots;10
9214;Dusky Belt;10
9216;Pattern: Green Whelp Armor;10
9217;Pattern: Green Whelp Bracers;10
9219;Pattern: Swift Boots;10
9273;Goblin Jumper Cables;10
9274;Schematic: Goblin Jumper Cables;10
9314;Increase Healing 24;10
9331;Attack Power 20;10
9342;Increase Spell Dam 13;10
9343;Increase Spell Dam 14;10
9359;Increase Nature Dam 19;10
9403;Increase Frost Dam 13;10
9415;Increase Spell Dam 9;10
9416;Increase Spell Dam 11;10
9417;Increase Spell Dam 12;10
9515;Summon Tracking Hound;10
9632;Bladestorm;10
9774;Immune Root;10
9900;Sharpen Blade IV;10
9903;Enhance Blunt Weapon IV;10
9918;Solid Sharpening Stone;10
9920;Solid Grinding Stone;10
9921;Solid Weightstone;10
9922;Solid Grinding Stone;10
9924;Solid Sharpening Stone;10
9925;Solid Weightstone;10
9926;Heavy Mithril Shoulder;10
9927;Heavy Mithril Shoulder;10
9931;Mithril Scale Pants;10
9932;Mithril Scale Pants;10
9933;Heavy Mithril Pants;10
9934;Plans: Heavy Mithril Pants;10
9935;Steel Plate Helm;10
9936;Steel Plate Helm;10
9937;Mithril Scale Bracers;10
9938;Plans: Mithril Scale Bracers;10
9993;Heavy Mithril Axe;10
9994;Heavy Mithril Axe;10
10097;Smelt Mithril;10
10099;Smelt Mithril;10
10682;Summon Hyacinth Macaw;10
10695;Summon Dark Whelpling;10
11350;Fire Shield;10
11362;Teleport to Gnomeregan;10
11387;Wildvine Potion;10
11456;Goblin Rocket Fuel;10
11458;Wildvine Potion;10
11505;Recipe: Wildvine;10
12056;Red Mageweave Vest;10
12059;White Bandit Mask;10
12060;Red Mageweave Pants;10
12061;Orange Mageweave Shirt;10
12064;Orange Martial Shirt;10
12065;Mageweave Bag;10
12066;Red Mageweave Gloves;10
12077;Simple Black Dress;10
12079;Red Mageweave Bag;10
12106;Orange Mageweave Shirt;10
12110;Mageweave Bag;10
12122;Simple Black Dress;10
12123;Red Mageweave Bag;10
12136;Pattern: Red Mageweave Vest;10
12137;Pattern: White Bandit Mask;10
12138;Pattern: Red Mageweave Pants;10
12143;Pattern: Red Mageweave Gloves;10
12171;Pattern: Orange Martial Shirt;10
12421;Mithril Frag Bomb;10
12562;The Big One;10
12584;Gold Power Core;10
12585;Solid Blasting Powder;10
12586;Solid Dynamite;10
12589;Mithril Tube;10
12591;Unstable Trigger;10
12596;Hi-Impact Mithril Slugs;10
12599;Mithril Casing;10
12603;Mithril Frag Bomb;10
12614;Mithril Heavy-bore Rifle;10
12616;Parachute Cloak;10
12628;Gold Power Core;10
12629;Solid Blasting Powder;10
12630;Solid Dynamite;10
12632;Mithril Tube;10
12633;Unstable Trigger;10
12636;Hi-Impact Mithril Slugs;10
12637;Mithril Casing;10
12638;Mithril Frag Bomb;10
12648;Schematic: Mithril Heavy-bore Rifle;10
12650;Schematic: Parachute Cloak;10
12706;Recipe: Goblin Rocket Fuel;10
12899;Gnomish Shrink Ray;10
12901;Pattern: Black Swashbucklers Shirt;10
12902;Gnomish Net-o-Matic Projector;10
12911;Gnomish Shrink Ray;10
12913;Gnomish Net-o-Matic Projector;10
13006;Shrink Ray;10
13120;Net-o-Matic;10
13225;Wound Poison;10
13228;Wound Poison II;10
13231;Wound Poison;10
13241;Goblin Sapper Charge;10
13526;Corrosive Poison;10
13530;Corruption;10
13592;Increase Arcane Dam 4;10
13599;Increase Arcane Dam 14;10
13669;Increased Dodge 1;10
13698;Enchant Gloves - Skinning;10
13699;Formula: Enchant Gloves - Skinning;10
14552;Increased Frost Resist 12;10
14565;Beast Slaying 30;10
14675;Increased Shadow Resist 12;10
14714;Increased Arcane Resist 12;10
14799;Increase Spell Dam 20;10
15057;Mechanical Patch Kit;10
15255;Mechanical Repair Kit;10
15256;Mechanical Repair Kit;10
15756;Plans: Moonsteel Broadsword;10
15757;Plans: Massive Iron Axe;10
15807;Attack Power 32;10
16408;Shadow Bolt;10
16784;Shadow Bolt;10
17437;Schematic: Accurate Scope;10
17438;Schematic: Mechanical Dragonling;10
17679;Shellfish Trap;10
18153;Kodo Kombobulator;10
18200;Rend;10
18204;Frost Blast;10
18207;Beast Slaying 60;10
18398;Frost Blast;10
18559;Demon Pick;10
18664;Pattern: Bright Yellow Shirt;10
18762;Hand of Iruxos;10
19470;Gem of the Serpent;10
19886;Expert Cook;10
19889;Expert Fishing;10
21431;Attack Power Ranged 14;10
21560;zzOLDPrayer of Fortitude;10
21567;zzOLDPrayer of Fortitude;10
21935;SnowMaster 9000;10
23076;Mechanical Dragonling;10
1139;Cold Eye;9
2546;Dry Pork Ribs;9
2548;Succulent Pork Ribs;9
2557;Recipe: Succulent Pork Ribs;9
2563;Dry Pork Ribs;9
2674;Heavy Sharpening Stone;9
2752;Heavy Sharpening Stone;9
2830;Sharpen Blade III;9
2833;Armor +24;9
3114;Enhance Blunt Weapon III;9
3117;Heavy Weightstone;9
3119;Heavy Weightstone;9
3297;Mighty Iron Hammer;9
3303;Plans: Mighty Iron Hammer;9
3307;Smelt Iron;9
3308;Smelt Gold;9
3315;Smelt Gold;9
3316;Smelt Iron;9
3334;Green Iron Boots;9
3336;Green Iron Gauntlets;9
3337;Heavy Grinding Stone;9
3348;Heavy Grinding Stone;9
3352;Plans: Green Iron Boots;9
3353;Plans: Green Iron Gauntlets;9
3373;Crocolisk Gumbo;9
3377;Gooey Spider Cake;9
3378;Recipe: Gooey Spider Cake;9
3380;Recipe: Crocolisk Gumbo;9
3397;Big Bear Steak;9
3398;Hot Lion Chops;9
3401;Recipe: Big Bear Steak;9
3448;Lesser Invisibility Potion;9
3449;Shadow Oil;9
3450;Elixir of Fortitude;9
3453;Elixir of Detect Lesser Invisibility;9
3454;Frost Oil;9
3455;Recipe: Elixir of Fortitude;9
3457;Recipe: Elixir of Detect Lesser Invisibility;9
3459;Lesser Invisibility Potion;9
3492;Hardened Iron Shortsword;9
3493;Jade Serpentblade;9
3494;Solid Iron Maul;9
3495;Golden Iron Destroyer;9
3497;Frost Tiger Blade;9
3500;Shadow Crescent Axe;9
3501;Green Iron Bracers;9
3502;Green Iron Helm;9
3503;Golden Scale Coif;9
3505;Golden Scale Shoulders;9
3506;Green Iron Leggings;9
3507;Golden Scale Leggings;9
3508;Green Iron Hauberk;9
3511;Golden Scale Cuirass;9
3513;Polished Steel Boots;9
3515;Golden Scale Boots;9
3521;Green Iron Bracers;9
3522;Green Iron Helm;9
3524;Green Iron Leggings;9
3525;Green Iron Hauberk;9
3526;Plans: Jade Serpentblade;9
3528;Plans: Golden Iron Destroyer;9
3529;Plans: Frost Tiger Blade;9
3530;Plans: Shadow Crescent Axe;9
3532;Plans: Golden Scale Shoulders;9
3533;Plans: Golden Scale Leggings;9
3534;Plans: Golden Scale Cuirass;9
3535;Plans: Polished Steel Boots;9
3536;Plans: Golden Scale Boots;9
3569;Smelt Steel;9
3593;Health II;9
3594;Shadow Oil;9
3595;Frost Oil;9
3596;Smelt Steel;9
3680;Lesser Invisibility;9
3760;Hillman's Cloak;9
3772;Green Leather Armor;9
3773;Guardian Armor;9
3774;Green Leather Belt;9
3775;Guardian Belt;9
3776;Green Leather Bracers;9
3777;Guardian Leather Bracers;9
3779;Barbaric Belt;9
3780;Heavy Armor Kit;9
3781;Heavy Armor Kit;9
3787;Hillman's Cloak;9
3795;Green Leather Belt;9
3797;Green Leather Bracers;9
3804;Pattern: Barbaric Gloves;9
3805;Pattern: Guardian Armor;9
3806;Pattern: Guardian Belt;9
3807;Pattern: Guardian Leather Bracers;9
3808;Pattern: Barbaric Belt;9
3818;Cured Heavy Hide;9
3820;Cured Heavy Hide;9
3928;Mechanical Squirrel;9
3945;Heavy Blasting Powder;9
3946;Heavy Dynamite;9
3947;Crafted Solid Shot;9
3950;Big Bronze Bomb;9
3953;Bronze Framework;9
3955;Explosive Sheep;9
3957;Ice Deflector;9
3958;Iron Strut;9
3960;Portable Bronze Mortar;9
3964;"Deprecated BKP ""Impact"" Shot";9
3966;Craftsman's Monocle;9
4006;Heavy Blasting Powder;9
4007;Heavy Dynamite;9
4008;Crafted Solid Shot;9
4010;Big Bronze Bomb;9
4012;Bronze Framework;9
4013;Explosive Sheep;9
4016;Iron Strut;9
4020;"BKP ""Impact"" Shot";9
4026;Schematic: Mechanical Squirrel;9
4032;Schematic: Portable Bronze Mortar;9
4033;Schematic: Craftsman's Monocle;9
4055;Mechanical Squirrel;9
4062;Heavy Dynamite;9
4067;Big Bronze Bomb;9
4074;Explosive Sheep;9
4096;Raptor Hide Harness;9
4097;Raptor Hide Belt;9
4239;Activating Defenses;9
6419;Lean Venison;9
6430;Recipe: Lean Venison;9
6510;Blinding Powder;9
6511;Blinding Powder;9
6613;Great Rage;9
6618;Great Rage Potion;9
6622;Recipe: Great Rage Potion;9
6661;Barbaric Harness;9
6662;Barbaric Harness;9
6704;Thick Murloc Armor;9
6708;Pattern: Thick Murloc Armor;9
6918;Summon Snufflenose;9
7149;Barbaric Leggings;9
7150;Pattern: Barbaric Leggings;9
7151;Barbaric Shoulders;9
7152;Barbaric Shoulders;9
7156;Guardian Gloves;9
7157;Guardian Gloves;9
7181;Greater Healing Potion;9
7182;Greater Healing Potion;9
7216;Iron Shield Spike;9
7218;Weapon Counterweight;9
7220;Weapon Chain;9
7221;Iron Shield Spike;9
7222;Iron Counterweight;9
7223;Golden Scale Bracers;9
7224;Steel Weapon Chain;9
7225;Golden Scale Bracers;9
7226;Plans: Iron Shield Spike;9
7227;Plans: Iron Counterweight;9
7228;Plans: Steel Weapon Chain;9
7229;Plans: Golden Scale Coif;9
7257;Fire Protection Potion;9
7262;Recipe: Fire Protection Potion;9
7280;Recipe: Shadow Oil;9
7679;Increase Healing 11;9
7795;Runed Silver Rod;9
7797;Runed Silver Rod;9
7818;Silver Rod;9
7820;Silver Rod;9
7837;Fire Oil;9
7839;Fire Oil;9
7845;Elixir of Firepower;9
7846;Elixir of Firepower;9
8283;Snufflenose Command;9
8593;Symbol of Life;9
8768;Iron Buckle;9
8769;Iron Buckle;9
9055;Create Witherbark Totem Bundle;9
9070;Black Whelp Cloak;9
9071;Black Whelp Cloak;9
9072;Red Whelp Gloves;9
9073;Pattern: Red Whelp Gloves;9
9163;Heal Self;9
9193;Heavy Quiver;9
9194;Heavy Leather Ammo Pouch;9
9195;Dusky Leather Leggings;9
9196;Dusky Leather Armor;9
9201;Dusky Bracers;9
9207;Dusky Boots;9
9209;Heavy Quiver;9
9210;Heavy Leather Ammo Pouch;9
9211;Dusky Leather Armor;9
9213;Dusky Bracers;9
9215;Pattern: Dusky Leather Leggings;9
9218;Pattern: Dusky Boots;9
9318;Increase Healing 33;9
9328;Increase Shadow Dam 21;9
9440;Pattern: Green Leather Armor;9
9811;Barbaric Iron Shoulders;9
9812;Plans: Barbaric Iron Shoulders;9
9813;Barbaric Iron Breastplate;9
9814;Barbaric Iron Helm;9
9815;Plans: Barbaric Iron Helm;9
9817;Plans: Barbaric Iron Breastplate;9
9818;Barbaric Iron Boots;9
9819;Plans: Barbaric Iron Boots;9
9820;Barbaric Iron Gloves;9
9916;Steel Breastplate;9
9917;Steel Breastplate;9
10020;Plans: Barbaric Iron Gloves;9
10490;Comfortable Leather Hat;9
10492;Pattern: Comfortable Leather Hat;9
11450;Elixir of Greater Defense;9
11484;Elixir of Greater Defense;9
12259;Silvered Bronze Leggings;9
12261;Plans: Silvered Bronze Leggings;9
12587;Bright-Eye Goggles;9
12590;Gyromatic Micro-Adjustor;9
12609;Catseye Elixir;9
12610;Catseye Elixir;9
12631;Gyromatic Micro-Adjustor;9
12645;Schematic: Bright-Eye Goggles;9
13169;Plans: Solid Iron Maul;9
13490;Howling Blade;9
13612;Enchant Gloves - Mining;9
13613;Formula: Enchant Gloves - Mining;9
13628;Runed Golden Rod;9
13629;Runed Golden Rod;9
13632;Greater Mystic Essence;9
13633;Lesser Mystic Essence;9
13646;Enchant Bracer - Lesser Deflection;9
13647;Formula: Enchant Bracer - Lesser Deflection;9
13653;Enchant Weapon - Lesser Beastslayer;9
