PoolList;description;Patch
2254;Mineral nodes - Arathi Highlands - multinodes subzone 27;6
2255;Mineral nodes - Arathi Highlands - multinodes subzone 28;6
2256;Mineral nodes - Arathi Highlands - multinodes subzone 29;6
2257;Mineral nodes - Arathi Highlands - multinodes subzone 30;6
2258;Mineral nodes - Arathi Highlands - multinodes subzone 31;6
2259;Mineral nodes - Arathi Highlands - multinodes subzone 32;6
2260;Mineral nodes - Arathi Highlands - multinodes subzone 33;6
2261;Mineral nodes - Arathi Highlands - multinodes subzone 34;6
2262;Mineral nodes - Arathi Highlands - multinodes subzone 35;6
2324;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;6
2327;Mineral nodes - Hillsbrad Foothills - multinodes subzone 8;6
2330;Mineral nodes - Hillsbrad Foothills - multinodes subzone 11;6
2331;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;6
2332;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;6
2333;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;6
2337;Mineral nodes - Hillsbrad Foothills - multinodes subzone 22;6
2338;Mineral nodes - Hillsbrad Foothills - multinodes subzone 23;6
2339;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
2341;Mineral nodes - Hillsbrad Foothills - multinodes subzone 28;6
2342;Mineral nodes - Hillsbrad Foothills - multinodes subzone 29;6
2343;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
2344;Mineral nodes - Hillsbrad Foothills - multinodes subzone 34;6
2347;Mineral nodes - Tirisfal Glades - multinodes subzone 5;6
2409;Mineral nodes - Thousand Needles - multinodes subzone 46;6
2411;Mineral nodes - Thousand Needles - multinodes subzone 63;6
3000;Mineral nodes - Dun Morogh - subzone 2;6
3001;Mineral nodes - Dun Morogh - subzone 3;6
3002;Mineral nodes - Dun Morogh - subzone 4;6
3003;Mineral nodes - Dun Morogh - subzone 7;6
3004;Mineral nodes - Dun Morogh - subzone 8;6
3005;Mineral nodes - Dun Morogh - subzone 9;6
3006;Mineral nodes - Dun Morogh - subzone 12;6
3007;Mineral nodes - Dun Morogh - subzone 13;6
3008;Mineral nodes - Dun Morogh - subzone 17;6
3009;Mineral nodes - Dun Morogh - subzone 18;6
3010;Mineral nodes - Dun Morogh - subzone 19;6
3011;Mineral nodes - Dun Morogh - subzone 22;6
3012;Mineral nodes - Dun Morogh - subzone 23;6
3013;Mineral nodes - Dun Morogh - subzone 24;6
3014;Mineral nodes - Dun Morogh - subzone 27;6
3015;Mineral nodes - Dun Morogh - subzone 28;6
3016;Mineral nodes - Dun Morogh - subzone 29;6
3017;Mineral nodes - Dun Morogh - subzone 32;6
3018;Mineral nodes - Dun Morogh - subzone 33;6
3019;Mineral nodes - Dun Morogh - subzone 34;6
3020;Mineral nodes - Dun Morogh - subzone 35;6
3021;Mineral nodes - Dun Morogh - subzone 37;6
3022;Mineral nodes - Dun Morogh - subzone 38;6
3023;Mineral nodes - Dun Morogh - subzone 39;6
3024;Mineral nodes - Dun Morogh - subzone 43;6
3025;Mineral nodes - Dun Morogh - subzone 44;6
3558;Mineral nodes - Wetlands - multinodes subzone 4;6
3560;Mineral nodes - Wetlands - multinodes subzone 4;6
3563;Mineral nodes - Wetlands - multinodes subzone 4;6
3565;Mineral nodes - Wetlands - multinodes subzone 4;6
3567;Mineral nodes - Wetlands - multinodes subzone 6;6
3568;Mineral nodes - Wetlands - multinodes subzone 6;6
3571;Mineral nodes - Wetlands - multinodes subzone 6;6
3582;Mineral nodes - Wetlands - multinodes subzone 7;6
3583;Mineral nodes - Wetlands - multinodes subzone 7;6
3597;Mineral nodes - Wetlands - multinodes subzone 9;6
3601;Mineral nodes - Wetlands - multinodes subzone 9;6
3602;Mineral nodes - Wetlands - multinodes subzone 9;6
3607;Mineral nodes - Wetlands - multinodes subzone 9;6
3608;Mineral nodes - Wetlands - multinodes subzone 9;6
3611;Mineral nodes - Wetlands - multinodes subzone 10;6
3613;Mineral nodes - Wetlands - multinodes subzone 11;6
3618;Mineral nodes - Wetlands - multinodes subzone 11;6
3624;Mineral nodes - Wetlands - multinodes subzone 12;6
3626;Mineral nodes - Wetlands - multinodes subzone 12;6
3627;Mineral nodes - Wetlands - multinodes subzone 12;6
3628;Mineral nodes - Wetlands - multinodes subzone 12;6
3639;Mineral nodes - Wetlands - multinodes subzone 16;6
3646;Mineral nodes - Wetlands - multinodes subzone 17;6
3647;Mineral nodes - Wetlands - multinodes subzone 17;6
3656;Mineral nodes - Wetlands - multinodes subzone 17;6
3657;Mineral nodes - Wetlands - multinodes subzone 17;6
3658;Mineral nodes - Wetlands - multinodes subzone 17;6
3671;Mineral nodes - Wetlands - multinodes subzone 18;6
3672;Mineral nodes - Wetlands - multinodes subzone 18;6
3678;Mineral nodes - Wetlands - multinodes subzone 23;6
3690;Mineral nodes - Wetlands - multinodes subzone 23;6
3692;Mineral nodes - Wetlands - multinodes subzone 24;6
3693;Mineral nodes - Wetlands - multinodes subzone 24;6
3701;Mineral nodes - Wetlands - multinodes subzone 27;6
3702;Mineral nodes - Wetlands - multinodes subzone 27;6
3704;Mineral nodes - Wetlands - multinodes subzone 28;6
3705;Mineral nodes - Wetlands - multinodes subzone 28;6
3706;Mineral nodes - Wetlands - multinodes subzone 28;6
3708;Mineral nodes - Wetlands - multinodes subzone 28;6
3710;Mineral nodes - Wetlands - multinodes subzone 29;6
3712;Mineral nodes - Wetlands - multinodes subzone 29;6
3713;Mineral nodes - Wetlands - multinodes subzone 29;6
3714;Mineral nodes - Wetlands - multinodes subzone 29;6
3719;Mineral nodes - Wetlands - multinodes subzone 30;6
3722;Mineral nodes - Wetlands - multinodes subzone 34;6
3724;Mineral nodes - Elwynn Forest - subzone 1;6
3725;Mineral nodes - Elwynn Forest - subzone 2;6
3726;Mineral nodes - Elwynn Forest - subzone 3;6
3727;Mineral nodes - Elwynn Forest - subzone 4;6
3728;Mineral nodes - Elwynn Forest - subzone 6;6
3729;Mineral nodes - Elwynn Forest - subzone 7;6
3730;Mineral nodes - Elwynn Forest - subzone 8;6
3731;Mineral nodes - Elwynn Forest - subzone 9;6
3732;Mineral nodes - Elwynn Forest - subzone 12;6
3733;Mineral nodes - Elwynn Forest - subzone 13;6
3734;Mineral nodes - Elwynn Forest - subzone 14;6
3735;Mineral nodes - Elwynn Forest - subzone 16;6
3736;Mineral nodes - Elwynn Forest - subzone 17;6
3737;Mineral nodes - Elwynn Forest - subzone 18;6
3738;Mineral nodes - Elwynn Forest - subzone 21;6
3739;Mineral nodes - Elwynn Forest - subzone 22;6
3740;Mineral nodes - Elwynn Forest - subzone 23;6
3741;Mineral nodes - Elwynn Forest - subzone 26;6
3742;Mineral nodes - Elwynn Forest - subzone 27;6
3743;Mineral nodes - Elwynn Forest - subzone 28;6
3744;Mineral nodes - Elwynn Forest - subzone 31;6
3745;Mineral nodes - Elwynn Forest - subzone 32;6
3746;Mineral nodes - Durotar - subzone 3;6
3747;Mineral nodes - Durotar - subzone 11;6
3748;Mineral nodes - Durotar - subzone 12;6
3749;Mineral nodes - Durotar - subzone 13;6
3750;Mineral nodes - Durotar - multinodes subzone 13;6
3751;Mineral nodes - Durotar - subzone 14;6
3752;Mineral nodes - Durotar - subzone 15;6
3753;Mineral nodes - Durotar - subzone 16;6
3754;Mineral nodes - Durotar - subzone 17;6
3755;Mineral nodes - Durotar - subzone 18;6
3756;Mineral nodes - Durotar - subzone 20;6
3757;Mineral nodes - Durotar - subzone 21;6
3758;Mineral nodes - Durotar - subzone 22;6
3759;Mineral nodes - Durotar - subzone 23;6
3760;Mineral nodes - Durotar - subzone 24;6
3761;Mineral nodes - Durotar - subzone 25;6
3762;Mineral nodes - Durotar - multinodes subzone 25;6
3763;Mineral nodes - Durotar - subzone 26;6
3764;Mineral nodes - Durotar - multinodes subzone 26;6
3765;Mineral nodes - Durotar - multinodes subzone 26;6
3766;Mineral nodes - Durotar - subzone 27;6
3767;Mineral nodes - Durotar - multinodes subzone 27;6
3768;Mineral nodes - Durotar - multinodes subzone 27;6
3769;Mineral nodes - Durotar - subzone 29;6
3770;Mineral nodes - Durotar - subzone 32;6
3771;Mineral nodes - Durotar - subzone 33;6
3772;Mineral nodes - Durotar - subzone 34;6
3773;Mineral nodes - Durotar - subzone 35;6
3774;Mineral nodes - Durotar - subzone 41;6
3775;Mineral nodes - Durotar - subzone 42;6
3776;Mineral nodes - Durotar - subzone 43;6
3777;Mineral nodes - Durotar - multinodes subzone 43;6
3778;Mineral nodes - Durotar - multinodes subzone 43;6
3779;Mineral nodes - Durotar - subzone 44;6
3780;Mineral nodes - Durotar - subzone 45;6
3836;Mineral nodes - The Barrens - multinodes subzone 25;6
3837;Mineral nodes - The Barrens - subzone 26;6
3838;Mineral nodes - The Barrens - subzone 28;6
3839;Mineral nodes - The Barrens - subzone 41;6
3840;Mineral nodes - The Barrens - subzone 44;6
3841;Mineral nodes - The Barrens - subzone 46;6
3842;Mineral nodes - The Barrens - subzone 48;6
3843;Mineral nodes - The Barrens - subzone 59;6
3848;Mineral nodes - The Barrens - subzone 84;6
3858;Mineral nodes - The Barrens - subzone 121;6
3859;Mineral nodes - The Barrens - subzone 123;6
3860;Mineral nodes - The Barrens - subzone 124;6
3862;Mineral nodes - The Barrens - subzone 127;6
4367;Mineral nodes - Loch Modan - multinodes subzone 1;6
4368;Mineral nodes - Loch Modan - multinodes subzone 1;6
4370;Mineral nodes - Loch Modan - multinodes subzone 2;6
4371;Mineral nodes - Loch Modan - multinodes subzone 2;6
4372;Mineral nodes - Loch Modan - multinodes subzone 2;6
4373;Mineral nodes - Loch Modan - multinodes subzone 2;6
4374;Mineral nodes - Loch Modan - multinodes subzone 2;6
4376;Mineral nodes - Loch Modan - multinodes subzone 3;6
4377;Mineral nodes - Loch Modan - multinodes subzone 3;6
4378;Mineral nodes - Loch Modan - multinodes subzone 3;6
4379;Mineral nodes - Loch Modan - multinodes subzone 3;6
4381;Mineral nodes - Loch Modan - multinodes subzone 4;6
4382;Mineral nodes - Loch Modan - multinodes subzone 4;6
4383;Mineral nodes - Loch Modan - multinodes subzone 4;6
4384;Mineral nodes - Loch Modan - multinodes subzone 4;6
4385;Mineral nodes - Loch Modan - multinodes subzone 4;6
4386;Mineral nodes - Loch Modan - multinodes subzone 4;6
4387;Mineral nodes - Loch Modan - multinodes subzone 4;6
4388;Mineral nodes - Loch Modan - multinodes subzone 4;6
4390;Mineral nodes - Loch Modan - multinodes subzone 5;6
4391;Mineral nodes - Loch Modan - multinodes subzone 5;6
4392;Mineral nodes - Loch Modan - multinodes subzone 5;6
4393;Mineral nodes - Loch Modan - multinodes subzone 5;6
4394;Mineral nodes - Loch Modan - multinodes subzone 5;6
4396;Mineral nodes - Loch Modan - multinodes subzone 6;6
4397;Mineral nodes - Loch Modan - multinodes subzone 6;6
4398;Mineral nodes - Loch Modan - multinodes subzone 6;6
4399;Mineral nodes - Loch Modan - multinodes subzone 6;6
4400;Mineral nodes - Loch Modan - multinodes subzone 6;6
4401;Mineral nodes - Loch Modan - multinodes subzone 6;6
4402;Mineral nodes - Loch Modan - multinodes subzone 6;6
4403;Mineral nodes - Loch Modan - multinodes subzone 6;6
4404;Mineral nodes - Loch Modan - multinodes subzone 6;6
4406;Mineral nodes - Loch Modan - multinodes subzone 7;6
4407;Mineral nodes - Loch Modan - multinodes subzone 7;6
4408;Mineral nodes - Loch Modan - multinodes subzone 7;6
4410;Mineral nodes - Loch Modan - multinodes subzone 8;6
4411;Mineral nodes - Loch Modan - multinodes subzone 8;6
4412;Mineral nodes - Loch Modan - multinodes subzone 8;6
4413;Mineral nodes - Loch Modan - multinodes subzone 8;6
4414;Mineral nodes - Loch Modan - multinodes subzone 8;6
4416;Mineral nodes - Loch Modan - multinodes subzone 10;6
4417;Mineral nodes - Loch Modan - multinodes subzone 10;6
4418;Mineral nodes - Loch Modan - multinodes subzone 10;6
4419;Mineral nodes - Loch Modan - multinodes subzone 10;6
4420;Mineral nodes - Loch Modan - multinodes subzone 10;6
4421;Mineral nodes - Loch Modan - multinodes subzone 10;6
4423;Mineral nodes - Loch Modan - multinodes subzone 11;6
4424;Mineral nodes - Loch Modan - multinodes subzone 11;6
4425;Mineral nodes - Loch Modan - multinodes subzone 11;6
4426;Mineral nodes - Loch Modan - multinodes subzone 11;6
4427;Mineral nodes - Loch Modan - multinodes subzone 11;6
4428;Mineral nodes - Loch Modan - multinodes subzone 11;6
4429;Mineral nodes - Loch Modan - multinodes subzone 11;6
4430;Mineral nodes - Loch Modan - multinodes subzone 11;6
4432;Mineral nodes - Loch Modan - multinodes subzone 12;6
4433;Mineral nodes - Loch Modan - multinodes subzone 12;6
4434;Mineral nodes - Loch Modan - multinodes subzone 12;6
4435;Mineral nodes - Loch Modan - multinodes subzone 13;6
4436;Mineral nodes - Loch Modan - multinodes subzone 13;6
4437;Mineral nodes - Loch Modan - multinodes subzone 13;6
4438;Mineral nodes - Loch Modan - multinodes subzone 13;6
4439;Mineral nodes - Loch Modan - multinodes subzone 13;6
4440;Mineral nodes - Loch Modan - multinodes subzone 13;6
4441;Mineral nodes - Loch Modan - multinodes subzone 13;6
4442;Mineral nodes - Loch Modan - multinodes subzone 13;6
4443;Mineral nodes - Loch Modan - multinodes subzone 13;6
4445;Mineral nodes - Loch Modan - multinodes subzone 14;6
4446;Mineral nodes - Loch Modan - multinodes subzone 14;6
4447;Mineral nodes - Loch Modan - multinodes subzone 14;6
4448;Mineral nodes - Loch Modan - multinodes subzone 14;6
4449;Mineral nodes - Loch Modan - multinodes subzone 14;6
4450;Mineral nodes - Loch Modan - multinodes subzone 14;6
4451;Mineral nodes - Loch Modan - multinodes subzone 14;6
4452;Mineral nodes - Loch Modan - multinodes subzone 14;6
4453;Mineral nodes - Loch Modan - multinodes subzone 14;6
4454;Mineral nodes - Loch Modan - multinodes subzone 14;6
4455;Mineral nodes - Loch Modan - multinodes subzone 14;6
4456;Mineral nodes - Loch Modan - multinodes subzone 14;6
4458;Mineral nodes - Loch Modan - multinodes subzone 15;6
4459;Mineral nodes - Loch Modan - multinodes subzone 15;6
4461;Mineral nodes - Loch Modan - multinodes subzone 16;6
4462;Mineral nodes - Loch Modan - multinodes subzone 16;6
4463;Mineral nodes - Loch Modan - multinodes subzone 16;6
4464;Mineral nodes - Loch Modan - multinodes subzone 16;6
4465;Mineral nodes - Loch Modan - multinodes subzone 16;6
4466;Mineral nodes - Loch Modan - multinodes subzone 16;6
4467;Mineral nodes - Loch Modan - multinodes subzone 16;6
4468;Mineral nodes - Loch Modan - multinodes subzone 16;6
4469;Mineral nodes - Loch Modan - multinodes subzone 16;6
4470;Mineral nodes - Loch Modan - multinodes subzone 16;6
4471;Mineral nodes - Loch Modan - multinodes subzone 16;6
4472;Mineral nodes - Loch Modan - multinodes subzone 16;6
4473;Mineral nodes - Loch Modan - multinodes subzone 16;6
4474;Mineral nodes - Loch Modan - multinodes subzone 16;6
4475;Mineral nodes - Loch Modan - multinodes subzone 16;6
4476;Mineral nodes - Loch Modan - multinodes subzone 16;6
4477;Mineral nodes - Loch Modan - multinodes subzone 16;6
4479;Mineral nodes - Loch Modan - multinodes subzone 17;6
4480;Mineral nodes - Loch Modan - multinodes subzone 17;6
4481;Mineral nodes - Loch Modan - multinodes subzone 17;6
4482;Mineral nodes - Loch Modan - multinodes subzone 17;6
4483;Mineral nodes - Loch Modan - multinodes subzone 17;6
4485;Mineral nodes - Loch Modan - multinodes subzone 18;6
4486;Mineral nodes - Loch Modan - multinodes subzone 18;6
4487;Mineral nodes - Loch Modan - multinodes subzone 18;6
4488;Mineral nodes - Loch Modan - multinodes subzone 18;6
4490;Mineral nodes - Loch Modan - multinodes subzone 19;6
4491;Mineral nodes - Loch Modan - multinodes subzone 19;6
4492;Mineral nodes - Loch Modan - multinodes subzone 19;6
4493;Mineral nodes - Loch Modan - multinodes subzone 19;6
4494;Mineral nodes - Loch Modan - multinodes subzone 19;6
4495;Mineral nodes - Loch Modan - multinodes subzone 19;6
4497;Mineral nodes - Loch Modan - multinodes subzone 20;6
4499;Mineral nodes - Westfall - multinodes subzone 1;6
4500;Mineral nodes - Westfall - multinodes subzone 1;6
4502;Mineral nodes - Westfall - multinodes subzone 2;6
4503;Mineral nodes - Westfall - multinodes subzone 2;6
4505;Mineral nodes - Westfall - multinodes subzone 3;6
4506;Mineral nodes - Westfall - multinodes subzone 3;6
4508;Mineral nodes - Westfall - multinodes subzone 4;6
4510;Mineral nodes - Westfall - multinodes subzone 5;6
4511;Mineral nodes - Westfall - multinodes subzone 5;6
4513;Mineral nodes - Westfall - multinodes subzone 7;6
4514;Mineral nodes - Westfall - multinodes subzone 7;6
4516;Mineral nodes - Westfall - multinodes subzone 8;6
4518;Mineral nodes - Westfall - multinodes subzone 10;6
4520;Mineral nodes - Westfall - multinodes subzone 11;6
4521;Mineral nodes - Westfall - multinodes subzone 11;6
4522;Mineral nodes - Westfall - subzone 12;6
4523;Mineral nodes - Westfall - multinodes subzone 12;6
4524;Mineral nodes - Westfall - multinodes subzone 12;6
4525;Mineral nodes - Westfall - multinodes subzone 12;6
4527;Mineral nodes - Westfall - multinodes subzone 13;6
4528;Mineral nodes - Westfall - multinodes subzone 13;6
4529;Mineral nodes - Westfall - multinodes subzone 13;6
4530;Mineral nodes - Westfall - multinodes subzone 13;6
4532;Mineral nodes - Westfall - multinodes subzone 14;6
4533;Mineral nodes - Westfall - multinodes subzone 14;6
4534;Mineral nodes - Westfall - multinodes subzone 14;6
4535;Mineral nodes - Westfall - multinodes subzone 14;6
4536;Mineral nodes - Westfall - multinodes subzone 14;6
4537;Mineral nodes - Westfall - multinodes subzone 14;6
4539;Mineral nodes - Westfall - multinodes subzone 15;6
4540;Mineral nodes - Westfall - multinodes subzone 15;6
4542;Mineral nodes - Westfall - multinodes subzone 16;6
4543;Mineral nodes - Westfall - multinodes subzone 16;6
4544;Mineral nodes - Westfall - multinodes subzone 16;6
4545;Mineral nodes - Westfall - multinodes subzone 16;6
4547;Mineral nodes - Westfall - multinodes subzone 17;6
4548;Mineral nodes - Westfall - multinodes subzone 17;6
4549;Mineral nodes - Westfall - multinodes subzone 17;6
4550;Mineral nodes - Westfall - multinodes subzone 17;6
4551;Mineral nodes - Westfall - multinodes subzone 17;6
4552;Mineral nodes - Westfall - multinodes subzone 17;6
4553;Mineral nodes - Westfall - multinodes subzone 17;6
4554;Mineral nodes - Westfall - multinodes subzone 17;6
4555;Mineral nodes - Westfall - multinodes subzone 17;6
4556;Mineral nodes - Westfall - multinodes subzone 17;6
4557;Mineral nodes - Westfall - multinodes subzone 17;6
4558;Mineral nodes - Westfall - multinodes subzone 17;6
4559;Mineral nodes - Westfall - multinodes subzone 17;6
4560;Mineral nodes - Westfall - multinodes subzone 17;6
4561;Mineral nodes - Westfall - multinodes subzone 17;6
4562;Mineral nodes - Westfall - multinodes subzone 17;6
4563;Mineral nodes - Westfall - multinodes subzone 17;6
4564;Mineral nodes - Westfall - multinodes subzone 17;6
4565;Mineral nodes - Westfall - multinodes subzone 17;6
4566;Mineral nodes - Westfall - multinodes subzone 17;6
4567;Mineral nodes - Westfall - multinodes subzone 17;6
4568;Mineral nodes - Westfall - multinodes subzone 17;6
4569;Mineral nodes - Westfall - multinodes subzone 17;6
4570;Mineral nodes - Westfall - multinodes subzone 17;6
4571;Mineral nodes - Westfall - multinodes subzone 17;6
4572;Mineral nodes - Westfall - multinodes subzone 17;6
4573;Mineral nodes - Westfall - multinodes subzone 17;6
4574;Mineral nodes - Westfall - multinodes subzone 17;6
4575;Mineral nodes - Westfall - multinodes subzone 17;6
4576;Mineral nodes - Westfall - multinodes subzone 17;6
4577;Mineral nodes - Westfall - multinodes subzone 17;6
4578;Mineral nodes - Westfall - multinodes subzone 17;6
4579;Mineral nodes - Westfall - multinodes subzone 17;6
4580;Mineral nodes - Westfall - multinodes subzone 17;6
4581;Mineral nodes - Westfall - multinodes subzone 17;6
4582;Mineral nodes - Westfall - multinodes subzone 17;6
4583;Mineral nodes - Westfall - multinodes subzone 17;6
4584;Mineral nodes - Westfall - multinodes subzone 17;6
4585;Mineral nodes - Westfall - multinodes subzone 17;6
4586;Mineral nodes - Westfall - multinodes subzone 17;6
4587;Mineral nodes - Westfall - multinodes subzone 17;6
4588;Mineral nodes - Westfall - multinodes subzone 17;6
4590;Mineral nodes - Westfall - multinodes subzone 18;6
4591;Mineral nodes - Westfall - multinodes subzone 18;6
4592;Mineral nodes - Westfall - multinodes subzone 18;6
4593;Mineral nodes - Westfall - multinodes subzone 18;6
4594;Mineral nodes - Westfall - multinodes subzone 18;6
4595;Mineral nodes - Westfall - multinodes subzone 18;6
4596;Mineral nodes - Westfall - multinodes subzone 18;6
4597;Mineral nodes - Westfall - multinodes subzone 18;6
4598;Mineral nodes - Westfall - multinodes subzone 18;6
4599;Mineral nodes - Westfall - multinodes subzone 18;6
4600;Mineral nodes - Westfall - multinodes subzone 18;6
4601;Mineral nodes - Westfall - multinodes subzone 18;6
4602;Mineral nodes - Westfall - multinodes subzone 18;6
4603;Mineral nodes - Westfall - multinodes subzone 18;6
4604;Mineral nodes - Westfall - multinodes subzone 18;6
4605;Mineral nodes - Westfall - multinodes subzone 18;6
4607;Mineral nodes - Westfall - multinodes subzone 19;6
4608;Mineral nodes - Westfall - multinodes subzone 19;6
4609;Mineral nodes - Westfall - multinodes subzone 19;6
4610;Mineral nodes - Westfall - multinodes subzone 19;6
4611;Mineral nodes - Westfall - multinodes subzone 19;6
4612;Mineral nodes - Westfall - multinodes subzone 19;6
4614;Mineral nodes - Westfall - multinodes subzone 20;6
4615;Mineral nodes - Westfall - multinodes subzone 20;6
4616;Mineral nodes - Westfall - multinodes subzone 20;6
4618;Mineral nodes - Westfall - multinodes subzone 21;6
4619;Mineral nodes - Westfall - multinodes subzone 21;6
4620;Mineral nodes - Westfall - multinodes subzone 21;6
4621;Mineral nodes - Westfall - multinodes subzone 21;6
4622;Mineral nodes - Westfall - multinodes subzone 21;6
4623;Mineral nodes - Westfall - multinodes subzone 21;6
4624;Mineral nodes - Westfall - multinodes subzone 21;6
4625;Mineral nodes - Westfall - multinodes subzone 21;6
4626;Mineral nodes - Westfall - multinodes subzone 21;6
4628;Mineral nodes - Westfall - multinodes subzone 22;6
4629;Mineral nodes - Westfall - multinodes subzone 22;6
4630;Mineral nodes - Westfall - multinodes subzone 22;6
4631;Mineral nodes - Westfall - multinodes subzone 22;6
4632;Mineral nodes - Westfall - multinodes subzone 22;6
4633;Mineral nodes - Westfall - multinodes subzone 22;6
4634;Mineral nodes - Westfall - multinodes subzone 22;6
4635;Mineral nodes - Westfall - multinodes subzone 22;6
4636;Mineral nodes - Westfall - multinodes subzone 22;6
4637;Mineral nodes - Westfall - multinodes subzone 22;6
4638;Mineral nodes - Westfall - multinodes subzone 22;6
4639;Mineral nodes - Westfall - multinodes subzone 22;6
4640;Mineral nodes - Westfall - multinodes subzone 22;6
4641;Mineral nodes - Westfall - multinodes subzone 22;6
4642;Mineral nodes - Westfall - multinodes subzone 22;6
4643;Mineral nodes - Westfall - multinodes subzone 22;6
4644;Mineral nodes - Westfall - multinodes subzone 22;6
4645;Mineral nodes - Westfall - multinodes subzone 22;6
4646;Mineral nodes - Westfall - multinodes subzone 22;6
4647;Mineral nodes - Westfall - multinodes subzone 22;6
4648;Mineral nodes - Westfall - multinodes subzone 22;6
4649;Mineral nodes - Westfall - multinodes subzone 22;6
4650;Mineral nodes - Westfall - multinodes subzone 22;6
4651;Mineral nodes - Westfall - multinodes subzone 22;6
4652;Mineral nodes - Westfall - multinodes subzone 22;6
4653;Mineral nodes - Westfall - multinodes subzone 22;6
4655;Mineral nodes - Westfall - multinodes subzone 23;6
4656;Mineral nodes - Westfall - multinodes subzone 23;6
4657;Mineral nodes - Westfall - multinodes subzone 23;6
4658;Mineral nodes - Westfall - multinodes subzone 23;6
4659;Mineral nodes - Westfall - multinodes subzone 23;6
4661;Mineral nodes - Westfall - multinodes subzone 26;6
4662;Mineral nodes - Westfall - multinodes subzone 26;6
4664;Mineral nodes - Westfall - multinodes subzone 27;6
4666;Mineral nodes - Westfall - multinodes subzone 29;6
4667;Mineral nodes - Westfall - multinodes subzone 29;6
4668;Mineral nodes - Westfall - multinodes subzone 29;6
4814;Mineral nodes - Arathi Highlands - multinodes subzone 4;6
4818;Mineral nodes - Arathi Highlands - multinodes subzone 4;6
4821;Mineral nodes - Arathi Highlands - multinodes subzone 4;6
4824;Mineral nodes - Arathi Highlands - multinodes subzone 4;6
4825;Mineral nodes - Arathi Highlands - multinodes subzone 4;6
4834;Mineral nodes - Arathi Highlands - multinodes subzone 5;6
4837;Mineral nodes - Arathi Highlands - multinodes subzone 5;6
4838;Mineral nodes - Arathi Highlands - multinodes subzone 5;6
4840;Mineral nodes - Arathi Highlands - multinodes subzone 5;6
4861;Mineral nodes - Arathi Highlands - multinodes subzone 6;6
4862;Mineral nodes - Arathi Highlands - multinodes subzone 6;6
4864;Mineral nodes - Arathi Highlands - multinodes subzone 7;6
4893;Mineral nodes - Arathi Highlands - multinodes subzone 7;6
4895;Mineral nodes - Arathi Highlands - multinodes subzone 8;6
4925;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4926;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4943;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4970;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4974;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4978;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4990;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4997;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4998;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
4999;Mineral nodes - Arathi Highlands - multinodes subzone 1;6
5013;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5014;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5022;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5023;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5026;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5046;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5048;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5060;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5061;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5063;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5069;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5091;Mineral nodes - Arathi Highlands - multinodes subzone 2;6
5096;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5114;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5124;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5127;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5128;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5129;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5130;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5131;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5132;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5134;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5135;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5136;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5137;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5139;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5140;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5147;Mineral nodes - Arathi Highlands - multinodes subzone 3;6
5679;Mineral nodes - Hillsbrad Foothills - multinodes subzone 4;6
5701;Mineral nodes - Hillsbrad Foothills - multinodes subzone 8;6
