GossipList;;Patch
4208;"We have only a small foothold on this continent for now, but the humans can't fight us off forever. Then they'll pay for enslaving us. We'll cut their lying tongues out for their treachery.

I'd train you if I could, but you're too much for me. Tell you what: go talk to the tauren Una in the northwestern shops of Thunder Bluff's central plateau. She's got some real talent.

You've got more guts than brains, coming to me without the proper training. Go talk to somebody closer to your skill level, like the orc Kamari, who lives in the Drag of Orgrimmar.";10
4306;Fastest gryphons this side of Aerie Peak. Want to take a ride?;10
4355;"I have outfitted kings. With the proper training, you can too.

You have come a long way, traveler. There is one more task for you to perform?";10
4642;"You know enough to be dangerous, but you still look like you need training to me $N.

Your will is not strong enough to manipulate the forces we control $c.";10
4657;"What?

Don't waste my time.";10
4658;"I don't think you want to learn anything I can teach. Might want to find a $c trainer to help you out.

You look like the type I should watch my coin purse around. Something I can help you with?";10
4662;"May the Light protect you this day.

May the Light protect you this day.";10
4842;The strongest hides come from those kodo that have laid themselves to rest in this wasteland.;10
4861;"Watch your back, stranger.

It is good to see you again, $N.";10
5108;Welcome to the Undercity Guild Registry. What do you want?;10
5301;Well met, $N. We must be brief because there is much to do.;10
5303;My sisters and I have come down from the Stonetalon Mountains to put to rest a tragedy from ages past. Unfortunately, we are not powerful enough to accomplish our goals on our own and now seek mortals such as yourself to aid us.$B$BIf you are powerful enough, then we have much to discuss, $c. If you are not, then, for your safety, I will leave the details of my mission out of our conversation.;10
5321;I need no home to know I still have a place in this world, $c. The tribes will see... all of them. They fight amongst one another, and for what? Scraps left over by vultures... lands infested by the Legion... bah!$B$BThe centaur should be proud of their heritage--it is just as noble as any Night elf's or orc's--it is time we started acting like it!;10
5461;Our ancestors teach us that while the individual must be strong, there is safety in numbers.  Do you wish to defend the honor of Thunder Bluff by organizing a guild?;10
5462;Aye, you look the type to be a leader.  Here to organize a guild to fight for the Alliance?;10
7487;;10
8840;Welcome to Theramore.;10
9832;Looking for a tabard?;10
10392;Welcome to the Stormwind Guild Registry offices. What can I help you with today?;10
10771;Make it quick, $r.;10
11673;Welcome to Grom'gol, $C. Before we get off on the wrong foot, I'll have you know that I won't have slackers in my Base Camp.. I expect a healthy $R like you to pull your own weight around here.;10
11743;Care to purchase some piratey items?;10
12131;You lookin' for me?;10
12726;A treasure hunter's life is a treacherous one. Don't be foolin' yerself.;10
12846;With all the Siege Engines nearly complete, I'm getting a bit bored!$B$B$B$BYou're not an engineer, are you? Care to compare blueprints...?;10
261;One of the humans has the key to this infernal contraption. Eston I think they said his name was.;9
262;Do you mock me while I am unable to defend myself, bound to this ball of iron?;9
264;Get away from here, $c, or they'll put you in chains as well.;9
2601;"Hello, $N. Welcome to Refuge Pointe.

Don't mind Skuerto, $N. He doesn't mean to be rude, he's just terribly busy. While we wait for him to finish scouting, why don't we work on something more productive?";9
8846;Pleased to meet you, $c.;9
11712;I'm sick of sittin' in this hole. I hope whatever sorry pencil-pusher is holdin' up Danath's return gets a punch in the jimmies.;9
12636;We're glad to have your help.;9
301;At last! I am finally free from this cell!$b$bThe Kirin Tor sent me from Dalaran to investigate Arugal's progress with the undead here in Silverpine Forest. Little did we know that the wizard had lost his grasp on sanity.$b$bI must report this mess at once! But before I leave, allow me to undo the magical lock on the courtyard door.$b$bYou defeated Rethilgore, perhaps you will survive what lies beyond....;8
302;At last! Someone to free me from this cell!$b$bHigh Executor Hadrec sent us to gather information on the Keep so that a plan could be formulated to overthrow Arugal once and for all.$b$bBut the old wizard has many tricks up his sleeve and we were detected by a magical ward. I was thrown in this prison. Vincent was not so lucky.$b$bI must return to Hadrec to debrief him at once. But first I will pick the lock to the courtyard door for you. Perhaps you can try your luck against the foes that lurk beyond.;8
2801;"Here at the Farstrider lodge, we prize hunting skills above all else. Wish to gain my approval? You'll have to earn it.$B$BYou look up to the challenge, $Glad:lass;!";8
10311;Dig rats make some surprisingly tasty stew.;8
643;"I hope that your interruption is for a good cause, I was in the middle of some important work.

Another Herbalist, hmm. I doubt your skill is as great as my own so perhaps I can train you in a few proper techniques.";6
646;Do I look like I have the time or energy to coddle every tourist that wanders through my door? Tell me what you need, and make it quick.;6
648;I don't get too many Skinners in here looking for training, but I guess I could teach you something if you're ready.;6
657;"Oh, a fellow Physician. I would be glad to teach you anything that would aid your journeys.

Yes my $g son : daughter;? What can I assist you with?

I've heard it said that Deneb Walker, holed up in Stromgarde, has a book that is sure to help improve your First Aid techniques.";6
660;"I came from Ironforge to help out with the rebuilding effort here. If I can teach enough of ye my skills then maybe I can leave it to ye and take myself back home.

Yeah? Ye interrupted me, so ye better have a blasted good reason to do so.";6
683;Made by the finest craftsmen in all of Teldrassil, carried by hand from Kalimdor to Azeroth as a sign of the growing alliance between the people of the Great Tree and the humans of this land. If there is anything you require, you have but to ask.;6
698;If you insert tab A into slot B then of course it's going to go BOOM! Here, let me show you what I have and then you can ask Lilliam about how to put it together so it doesn't blow up.;6
705;Speak quietly and with great care, the wrong word in these parts could get your throat cut. Now, what is it you need from me?;6
980;Hello, $N! If you don't see it in my shop, chances are good I can get it!;6
1468;I am Tinkmaster Overspark, and I am the chief architect for modern gnomish engineering principles in the world today.  It is my job to ensure that the power of invention continues to shine brightest from our arclight spanners than anywhere else!$B$BAlso, if you happen to know a good schematic for radiation elimination, we just so happen to be in the market for one right about now...;6
2562;Hi there.  I'm Gubber Blump.;6
2603;;6
2741;"Good day to ye $g lad : lass;. Can I be of service?";6
2742;"Eh? I don't have time ta chat, my da' wants me ta finish this order fer him.

Ye know more than I do, that's a certainty. Tell ye what though, go talk with me da'. He'll want ye ta prove yerself, but he is a fine teacher indeed. His name's Rotgath, and ye'll find him near the anvils workin steel for ol' Bengus.";6
2743;"Eh? I don't have time ta chat, my da' wants me ta finish this order fer him.

Well my friend, ye have more skill than I do. Why don't ye go find me old friend Rotgath Stonebeard. He stayed in Ironforge when I left to join Jaina's army. I'm sure he'll be able ta teach ye somethin, or at least know someone who can. If he's still around, I'm sure he'll be at The Great Forge.";6
2745;"Do I look like I have the time to spend jawin?

You're not bad, but let me show you a few tricks you might find handy.

A far better blacksmith than I am, that's for sure. Though I'll deny it if you tell anyone I said that. You should go speak with Therum Deepforge. If anyone can teach you more, it's him.";6
2746;"I hear one comment about waterfowl, and you will be eating through a tube.

Just swinging a hammer at an anvil doesn't make you a smith. Give me that and let me teach you something before you embarrass us all.

Not bad. Go talk with Snarl, he just moved to Orgrimmar to study under Saru. Look for him in the Warrior district near Saru's smithy. Oh and he'll test you, so you better be as ready as you think you are.";6
2747;"Snarl calls me simple because I am too slow. I just want to do the job right, and that takes time.

I can show you what you wish to know, but you must be patient. Take your time to work the steel and feel the way it shapes beneath your hammer. When you become one with the steel, then you will understand.

You learn quickly, that is not a bad thing. Just be sure to do the job right, as long as it takes to do so. Now, I fear I must send you to Snarl to learn more. Learn what he can teach, but do not listen to his angry words. He gets that way when Saru's daughters laugh at him.";6
2748;"I listen and I listen but I don't hear these spirits that Karn speaks of. 

Karn says we need to listen to the spirits of the forge and of the steel, that they will guide us. I hear nothing but a ringing in my ears. Here, take a hammer and let us try to hear the spirits together.

I guess the spirits like you better than me, I still have not heard their call but you seem to have gathered their lessons well. Go speak to Karn, he will be excited to see one who hears them as he does.";6
2749;"Your interruption is costing me valuable time, this had better be good.

Ah yes, another who will stoke the fires and forge the weapons of war. Of course I will teach you how.

You have learned well my child. Go to the Undercity, find a smith named James Van Brunt. He will be able to teach you much that I cannot. I understand he spends his time near the Warriors training hall, forging their weapons and armor.";6
2750;"I hope to one day forge weapons and armor from the bones of my enemies.

You are not trying to kill the anvil with your hammer, you are trying to create a weapon to kill your foes with. Let me show you what you are doing wrong.

You have learned much, more than I can teach. Go to James Van Brunt, he will teach you what I cannot.";6
2760;"Ye have some skill about ye with hammer and anvil, but not enough. Go speak to Dane Lindgren, he'll get ye ready to learn what I have to teach ye.

I said ye had the blood of a blacksmith in ye, and I was right. Go to Ironforge, to The Great Forge, and find yerself a Dwarven smith by the name of Bengus Deepforge. My teacher, and one of the greatest smiths I've ever known.

The life of a smith is not an easy one, but it puts steel in yer bones and fire in yer heart. My da' was a smith, my grandfather before him in the forges beneath Grim Batol. And now my son follows in our footsteps, that boy makes me proud.

Aye, I would love ta teach ye a thing or two about smithing. Grab an apron and a hammer and let's see what we can accomplish shall we?";6
2761;"The life of a smith is not an easy one, but it puts steel in yer bones and fire in yer heart. My da' was a smith, my grandfather before him in the forges beneath Grim Batol. And now my son follows in our footsteps, that boy makes me proud.

Aye, I would love ta teach ye a thing or two about smithing. Grab an apron and a hammer and let's see what we can accomplish shall we?

A fast learner is what ye are, and a good smith to boot. I would sign off on yer work any day of the week. But I sense ye still have some learnin in ye. Go talk to Bengus Deepforge, he's a hard taskmaster but he's also one of the best.";6
2762;"I hope ye didn't come all the way to the Great Forge just to stay warm. Speak up $g lad : lass;, tell me what it is I can do for ye?

Ye have the look of a Blacksmith to ye. Soot under the nails, steel in yer bones. Aye, very much the blood of a Blacksmith in yer veins. Which means ye've come to me looking to learn a thing or two, well $g lad : lass; grab a hammer. Let's see what I can teach ye.

I'm sorry $g lad : lass; but ye just don't have the foundation to learn what I have to teach. But don't fret, go speak with my student Rotgath, he'll help ye out.";6
2763;"How is the edge of your steel? Good enough to cut through the belly of your enemy? Let me show you some things to make it even sharper.

Want to be a smith? Want to forge blades to gut your foe? Hammers to crush his skull? Aye I can help, and gladly too if there is blood to be shed from it.

You waste my time, go talk with my student Basil.

Very fine equipment you make, very fine indeed. Go to the Orc's home of Orgrimmar and seek out a smith named Saru Steelfury. One thing you must give the Orcs, they make beautiful instruments of death.";6
2764;"The spirits have brought you to me, and so I feel blessed by them. 

Tell me, do your feel prepared to face the challenge I have laid out for you? The spirits tell me that you will pass, but do you have faith in them or in yourself?

You have great potential, but you must achieve understanding first, you must accept the spirits and listen to their calling. Only then will you be prepared for the path you must follow. Go speak with Thrag, I think perhaps you can learn a lot from one another.

You have learned much, but I sense that there is more left for the spirits to teach you. I can place your foot on the path but cannot guide your steps. Go and find Saru Steelfury in Orgrimmar, the next stretch of your journey begins there.";6
2765;"Welcome to my forge, Blacksmith. Let me share with you a little secret. No one, no one in the world can you trust. Not men, not women, not beasts ... this you can trust, Steel.

What is it you seek at my forge? Is it training? Do you perhaps seek the secrets of steel? The mysteries of the forge? Speak up Grunt!

This isn't a game you toy with youngling! Go, speak with Snarl outside. He may be a serpent in my lair but he does know his way around an anvil.";6
2781;Don't come out of the shadows like that. Next time give a girl some warning. ;6
2782;"If I prove myself to Saru he will have no choice but to let me fight for one of his daughters. Then we will see who is sneering.

Come to me again with such pathetic work and I will send you home in a small iron box that I tempered in goat urine. Now go see that idiot Ug'thok, he is better suited to your needs.

So you think you are good enough to learn from me? The great Snarl? You are no more than a lowly worm beneath my boot. However, taking on an underling might make me seem more appealing to Sumi and Tumi. Let's see what meager skills you possess.

There is nothing more that I can teach - now get out! And don't even think of approaching Saru, for one as unworthy as you he will use your blood to temper his steel.";6
2783;"The spirits have brought you to me, and so I feel blessed by them. 

You need to heed the guidance of the spirits a little better young one. Your path lies with another, Thrag Stonehoof in Thunder Bluff. Perhaps you can learn something from one another.

Tell me, do your feel prepared to face the challenge I have laid out for you? The spirits tell me that you will pass, but do you have faith in them or in yourself?

Our paths through life intersect only briefly and now is the time for ours to part ways. I consider myself blessed to have spent this time teaching you and now send you along to join paths with your next mentor. Seek out Saru Steelfury of Orgrimmar, he will teach what you need to learn.";6
3182;Greetings, $N. I am Myolor Sunderfury, keeper of the Great Forge.;6
4110;You've already learned everything I can teach you, $N. Talk to the night elf Lilyssia Nightbreeze in the Mage Quarter of Stormwind if you want to continue your studies. I hear she's a good teacher.;6
4111;"Ishnu-alah, $gbrother:sister;. Have you any tidings from abroad? My heart yearns for news of Teldrassil.

I am honored to share my knowledge with you, $N. See that you use it well.

You must choose a more experienced teacher, for you have surpassed my abilities. I advise you to speak with Lilyssia Nightbreeze here: she has much knowledge to offer.";6
4112;"Ishnu-alah, $gbrother:sister;. Have you any tidings from abroad? My heart yearns for news of Teldrassil.";6
4113;"Elune-adore, my $gbrother:sister;. You are welcome here. Speak, and I will do what I can to aid you.

Is it not astonishing what one can create from the plants of the forest? Truly, Elune has blessed us with her bounty.

You are kind to seek me out, but your skills are beyond my own. Have a word with Sylvanna Forestmoon, just over there. She's been looking for another student.";6
4114;"Even slight alterations to a potion's ingredients can change it fundamentally. Patience and precision, young one: they will serve you well in all walks of life.

My skill at creating potions is inferior to yours. You are ready to speak with Ainethil, just over there. She will understand that you are ready for further instruction.

Ah, to be young again, and to have discovered potions for the first time. Thank you for refreshing my memory, $N. Now go share that youthful enthusiasm with Milla Fairancora over there.

I have learned much of potions over the long years, $N, and that knowledge is at your disposal. You have only to ask.";6
4116;"Don't let those big, innocent eyes fool ye. Tally's an expert, all right: I learn something new every day. Why d'you think I'm here in Tinker Town? Do I look like an engineer to you? Aye, I didn't think so.

Och, there's nothing I can teach ye, $N. Have a word with Tally Berryfizz over there. She can hardly reach the tables, but when she starts brewing a potion, watch out!";6
4117;"Ishnu-dal-dieb, $N. Have you come here in search of knowledge?

Although I am flattered by your confidence in my abilities, teaching you is beyond my skill. You must go to the Craftsmen's Terrace in Darnassus, and speak with the night elf Ainethil. She can help you.";6
4118;"All the bottles on this table are potions I brewed today. And they say a watched pot never boils. Ha!

They called me stupid, but I'll show them. I'm going to watch every pot I have and prove that they can all boil stuff anyway. Yeah, I'm on a roll! Who's stupid now, huh? Huh!?

Can't help you. You know more about potions than I do. Besides, I have pots to watch. Talk to Yelmak over there. He knows a lot about potions.";6
4120;"Once, it is true, I was human. What might otherwise be a shortcoming works to our advantage, $N, for I know human weaknesses intimately.

Your knowledge of potions has exceeded mine, but you still have much to learn. Go up the stairs to the southeast and see Doctor Marsh. He will teach you true sufferi--ahem. He is a Forsaken who will train you further.";6
4121;"You are beyond my limited abilities. Seek out the night elf Ainethil in the Craftsmen's Terrace of Darnassus. She can teach you more. I only wish that I could go with you.

Listen carefully, $N, for I have much knowledge to impart.";6
4123;"Don't let the beady eyes and bushy beard fool you. Vosur's a talented apprentice and a good friend, even if I do get a crick in my neck when I talk to him.

Um, you already know everything I could teach you. Maybe it's time for you to talk to someone else. Try the night elf Ainethil in the Craftsmen's Terrace of Darnassus. She's got some real talent!

Who are you and why are you bothering me? Oh, right--potions student. Right. What can I do for you?";6
4124;"This potion seems to heal less damage every time I brew it, though I use the same ingredients. There can be only one conclusion: the plants are changing. I cannot say why or into what.

Your skill at brewing potions needs to be greater before you can become one of my students. In the meantime, perhaps Sylvanna Forestmoon or Milla Fairancora can help you, just over there.

Your education is progressing well. You should be proud of your accomplishments.";6
4126;"I'm busy, $N. Tell Whuut to handle whatever it is. That young pup has been stewing all day long. He spends much more time like that, and he's going to hurt something.

I'm honored to meet you, $N, but your skill at potions is greater than my own. Go see Doctor Herbert Halsey, an undead in the Apothecarium of the Undercity. He can help you from now on.

You're talking to the wrong orc. I don't train novices. Talk to young Whuut over there... and use small words.

Another student, eh? All right. I'll see what I can do to help you out.";6
4127;"Nice to see a friendly face. I don't get much chitchat from Apothecary Johaan unless he wants something. He's been out of the grave too long. Someday I'll be like that, I hear. Creepy. Maybe by then I won't care.

Here to learn about potions? I've got plenty to teach you. I might be dead, but I haven't lost my brains. Yet.

I appreciate the company, but let's face it: you have more experience with potions than I do. Talk to Doctor Marsh instead if you want training. He's a Forsaken in the Apothecarium of the Undercity.";6
4128;"Bena works like one possessed. Day and night I have seen her bent over these potions, often going without sleep or food. I know our undead allies need help, but I begin to fear she will do herself an injury.

Your capacity for learning has outstripped mine. You will need to talk to Bena Winterhoof over there for further instruction. Please don't take too much of her time, though. She needs her rest.";6
4129;You got the look of someone wantin' adventure. Me, I had enough of that by the time we trolls came here. Now I take each day as it comes, an' I train other folks to handle adventures for me.;6
4131;"When I first saw the undead, I wept, for I could not imagine their horror and loneliness. The Earth Mother spoke to me then; she sang in my blood. And she told me, ""Save them.""

Your potion-making skills are beyond mine. Seek out the undead Doctor Herbert Halsey in the Apothecarium of the Undercity. He has the skill to train you further, and you can witness firsthand his people's plight.";6
4132;"My colleagues and I are gathering the deadliest substances we know and testing their effects on our enemies. Once I have everything I need, I shall brew such plagues as this world has never seen.

You don't yet have the skill to study with me. Go talk to Doctor Martin Felben over there, or go up the ramp to the southeast and see Doctor Marsh. They are Forsaken who can give you the training you need.

Ready for training? Then try to keep up, $N. We've got a lot of ground to cover.";6
4133;"With Algernon to keep me supplied, I can do all my work here without hunting for a single herb. If I never have to see the wonders of nature again, it won't be too soon.

I have no more knowledge to bestow upon you. Go through the archway and down the ramp to the southeast, and talk to Doctor Herbert Halsey. He is a Forsaken who can teach you more advanced techniques.

Here to learn? Very well. I suppose you can't cause our allies much harm if I teach you. Just as long as you actually do manage to harm our enemies.";6
4135;Just a minor adjustment here... ah there we go!;6
4136;Where's my spinner? I just had it here somewhere...;6
4137;"I heard the new Henweigh 6000 will be rolling off the assembly line soon. I can barely contain my excitement!

Well... I hate to admit it, but my sister's the one you'll have to talk to if you want to continue training. I don't know as much as she does... yet! She's standing over by the rocket car.

I'd love to teach you! Show my sister she's not the only one who knows a thing or two about engineering...";6
4138;Hello there! My name's Jenna! And you? ;6
4139;"Ah, what a beautiful day to blow something up!

You need to start learning things that are beyond my expertise! Talk to Lilliam Sparkspindle in front of the tent there. He'll set you on the right course!";6
4140;"What? You want something?

I can't help ya'! You're ready to see someone who's been at it longer than I have! Let's see... you're an Alliance type, so you need to talk to Lilliam Sparkspindle in Stormwind.";6
4141;I can't help ya'! You're ready to see someone who's been at it longer than I have! Let's see... you're an Alliance type, so you need to talk to Lilliam Sparkspindle in Stormwind.;6
4142;I like to build stuff. Of course, I like to blow stuff up even more!;6
4143;"Who says Orcs aren't smart? It takes a lot of brains to be an engineer!

You think you're smart enough? You think you got what it takes? Let's find out!";6
4144;The Dark Lady has said that knowledge will be our greatest weapon in this war.;6
4145;I'm never too busy to speak to a stranger! Almost never, anyway...;6
4146;"Let's see... fourteen plus seven, carry the two... oh, yes?

Well, you're just zooming right along! I can't teach you anything you don't already know, but Springspindle Fizzlegear sure can! You can find Springspindle in Ironforge. Good luck!

You certainly did not disappoint! Now that we've gotten that out of the way, your instruction may begin!";6
4147;"The plans for my twenty-foot tall turkey baster are nearly complete! Now all I need is a twenty-foot tall turkey?

Don't tell anyone else I said this, but even I don't know everything! If you want to keep learning, you should talk to the owner of the shop, Springspindle Fizzlegear.

Not bad, for a beginner! I guess it couldn't hurt for me to show you a few things...";6
4148;If there were just a few more hours in a day...;6
4149;I don't have time for idle gossip, I'm a professional!;6
4150;"If my calculations are correct, the wheel will soon be obsolete!

Excellent, you have proven yourself worthy! Now for the next phase of your instruction?";6
4151;Sometimes I surprise even myself!;6
4153;"Hail, traveler! What brings you to my doorstep?

I'm afraid I have nothing to teach to someone with your experience. But you haven't reached the end of the road yet. Speak to Lucan Cordell, behind the counter there. He'll guide you through the next phase of your journey.";6
4154;"There are ways to strengthen steel beyond the hammer and forge, young wanderer. Care to learn more?

Ah, ye're an inquisitive one, are ye'? Excellent! Pay close attention, this just might save yer skin when the goin' gets rough!";6
4155;The Goddess has granted me wisdom, stranger. If it is her will, I shall pass it on to you.;6
4156;Elune's secrets are many, but they are not to be shared with just anyone. ;6
4157;I do not have time to waste, stranger. State your business or be off!;6
4158;"What I wouldn't give to be out on the open plains on a day like this... but, my duty binds me.

I cannot teach you anything you don't already know. However, the knowledge of my father far surpasses my own. Go inside and speak to him. Good luck!

There are many secrets that may be unlocked with patience and determination. Now, let us begin...";6
4159;Throm-ka! What you looking for, stranger?;6
4160;"Who are you? What do you want from me?

You're joking, right? I believe you're looking for the OTHER short fellow, Thonys Pillarstone. He's downstairs. Now skedaddle!

Okay, well... don't get cocky! Since you have demonstrated  your competence though, we may now begin!";6
4161;"If you have what it takes, I will be happy to show you the way.

A true professional know his limitations, and I'm not ashamed to admit that your skills exceed mine. I want you to pay a visit to Kitta Firewind at the Tower of Azora. She is well-renowned, and with good reason.

Your confidence is well-founded, traveler. Now your true education may begin!";6
4163;"It is true I have skills to teach to those who are worthy. Would that be you?

Fine work! You are truly deserving of the knowledge I shall bestow upon you!";6
4165;"Enchanting has run in our family for generations. I learned at an early age, just as my son is doing now.

There is one whose knowledge exceeds my own. You are ready to seek her out. Go to Sun Rock Retreat in Stonetalon Mountains. Find Hgarth, and continue your training.";6
4166;"I don't get many visitors.  You're looking for something specific, yes?

If I wasn't stuck here day in and day out, I would have attained the mastery required to train the likes of you! Unfortunately that's not the case. Go talk to Hgarth at the Sun Rock Retreat in the Stonetalon Mountains.";6
4167;"Greetings, traveler! Care to delve into the mysteries of the arcane? Hm?

Not bad... I suppose training you is not out of the question. Very well! Let's begin?";6
4168;"Some adventurers think enchanting doesn't work. I find that when I challenge them to battle they change their tune!

Your skills are out of my league, stranger.Talk to Hgarth at the Sun Rock Retreat in the Stonetalon Mountains. He will provide you with more knowledge than I can. ";6
4169;What brings you to the Tower?;6
4170;"Have you come to seek the knowledge of Hgarth?

You have reached new heights in your path to mastery. Let us see if we can take you even further?";6
4172;Since my husband left for the front, Helene here has been my strength. Her kind heart and sharp sword have helped me through a lot of tough times. I don't know what I would've done without her.;6
4173;"I already know a lot about style. Now it's just a matter of mastering the techniques for working with leather. Good thing Simon's a real sport about helping me learn them.

There's nothing I can teach you, other than maybe a better eye for color and detail. Talk to Simon Tanner over there; he knows a lot of advanced techniques for working with leather.

This outfit really brings out the blue in my eyes, don't you think? It should be obvious I have plenty of skill to go around, so I can afford to share a few of my tricks of the trade. Listen up, okay?";6
4174;"Welcome to our home, $N. Radnaal and I have little to offer, but you are welcome to what hospitality we can provide.

You need to make your stitches smaller, $N. Fewer items will slip out of your quivers and ammo pouches. Besides, no one likes a lumpy tunic.";6
4175;"If you're interested in sewing with leather, you've certainly come to the right place. Faldron and Telonis are true artists, and I hope to learn much from them.

Oh, I'm sorry, but you know more about leather than I do at this point. Talk to Faldron over there if you wish to learn more.

It's so exciting to be here in Darnassus, surrounded by talented people! I just know I'm going to make my family proud. Maybe if I'm really lucky, the Sentinels will ask me to join their forces on the front!";6
4176;"This hide isn't ready to work with yet. I wish it didn't take so long to make leather. There has to be some way to cut down on all this waiting. It can't be good for my health, you know?

Aww, what rotten luck! My skills aren't good enough to be of any use to you. Oh well. Talk to Fimble Finespindle over there by the loom. He's been working with leather for longer than I have.";6
4183;"You like the rug? I killed and skinned the beast myself. May all the centaur fall as easily.

I have nothing more to teach you. Talk to Karolek if you wish to further your leatherworking skills.

Too bad we can't skin the humans and their allies. All that skin is just going to waste. Still, who'd want to wear the flimsy leather you could make out of it?";6
4184;"Skin, glorious skin. It holds your insides... in. You might've noticed my skin's not doing so well. To think I used to worry about my pores. Hardly any skin left to worry about these days. In a way, it's very freeing.

You've got the hang of it. I can't teach you any more, but talk to Arthur Moore, a Forsaken who works in the Rogues' Quarter of the Undercity. Tell him I sent you.

Before the plague came, I knew nothing about leather. Now I know enough to teach others. Death's left me with a lot of time on my hands.";6
4185;"Meat, skin, bones... a good hunter lets nothing go to waste. Every scrap of leather can be salvaged, perhaps to reinforce an ally's armor. Thus, each of us is strong alone, but together we become invincible.

You have outgrown any teachings I could offer. Go with the blessing of the Earth Mother. Seek out the tauren Tarn in the northwestern shops of Thunder Bluff's central plateau. Be guided by his wisdom.

We live and die, and the land remains, eternal, unmoved by our passage. Thus, land cannot belong to us, $N. Instead, we belong to it. Therefore we protect the land, for without it we cannot hope to survive.";6
4186;"The caverns below us are a source of strange and wondrous hides, but you must take care if you venture into their depths, $N. Remember that your own skin is far more valuable.

Your understanding of leather is deeper than my own. Perhaps you should visit the tauren Krulmoo Fullmoon in Camp Taurajo of the Barrens. He has much knowledge to offer a student of your talents.";6
4187;"Cairne himself lives here, they say. Once I have finished crafting a fitting gift, I will seek him out. Perhaps he will have words of wisdom for me.

Your talent is beyond my own, friend. Speak with Tarn here; his knowledge of leather is much greater than mine. I'm sure he would welcome another student.

Cleanse your hands before you begin any project. Staining the leather with blood or dirt would take away from its natural beauty.";6
4203;"Randal's a bit of a dandy, but he's dependable, which is more than I can say for a lot of the students I take on. Still, I guess I can't blame them for wanting a bit of adventure.

Sorry, but you've reached the limit of what I can teach. If you want to learn more, go see Telonis in the Craftsmen's Terrace of Darnassus. He's pretty talented, so I hear.

Come back to me when you've had more training. Randal Worth over there can help you with that.

Hmm, I guess I can take on another student. Well, don't just stand there. Tell me what you're looking to learn.";6
4204;"Darianna shows promise, but she is so full of energy that it is hard for her to stay still and listen. With her strength and agility, I fear it won't be long before she is called to fight. We must teach her quickly.

If you are here for further training, you have overestimated my abilities. Have a word with Telonis over there; he can help you.

In time you will be ready for what I have to teach, $N. Until then, please ask Darianna over there to help you with your training.

Many animals lost their lives so that we could gain these materials. Do not take their sacrifice lightly, $N. Handle the leather with the respect it deserves.";6
4205;"Lots to do! Haven't been this busy since my cousin accidentally vaporized all the cloth and leather in Gnomeregan. My, it was drafty for a while! Ah, $N, those were the days....

Nope, can't help you, I'm afraid. Your skills have mine beat! If you want to learn more, talk to the night elf Telonis in the Craftsmen's Terrace of Darnassus. He's amazing!

Your skills are coming along nicely. Soon you'll be running a leather shop of your own. I'll be glad for the help, $N. My hands are only so fast, you know? There's so much work to do!";6
4206;"The strongest hides come from those kodo that have laid themselves to rest in this wasteland.

I cannot aid you with further lessons: your skills have surpassed mine. Go and see the tauren Una in the northwestern shops of Thunder Bluff's central plateau. She offers more advanced training.

I do not offer apprentice training. Look for the tauren Waldor in the Wailing Caverns, here in the Barrens. He can assist you with whatever you need.

Have you come for further training? Shake the dust of the road from your garments, then, and let us get to work.";6
4207;"My axe has seen many battles, and I like to keep it handy. Enemy forces have fought their way into our capital several times now, but have no fear: we have always driven them back.

I cannot help you with further training: your skill at working with leather rivals my own. You should speak with Una, over there. I will vouch for your skill if need be.

Your skills are insufficient to learn what I teach. Try talking to Mak over there instead. He can help you out until you're ready for more advanced lessons.

I am pleased with your progress so far. Surely the Earth Mother has inspired your hands.";6
4209;"Am I busy? What's that supposed to mean? Do you think I just stand here all day, twiddling my thumbs? If you're here to buy something, talk to Handor.

You won't learn anything new from me; you know too much already. If you want more training, talk to the tauren Una in the northwestern shops of Thunder Bluff's central plateau. Send her my regards, eh?

You can't study my techniques until you've learned the basics. Speak with Kamari if you are interested in training.

The twists and turns of Orgrimmar are designed to thwart invaders. Can you imagine how quickly one of those puny gnomes would get lost in here? Ha! If it was lucky, I'd track it down and keep it as a pet.";6
4212;"Before my death, I was a librarian; I had nothing to do with wars and plagues. I never asked to become this. On the other hand, now that my mind is my own again, I'm not about to surrender without a fight.

I'm pleased to say that your talents have outpaced my own. Go away now. Err, try the tauren Una in the northwestern shops of Thunder Bluff's central plateau. She's very skilled, I assure you.

If I taught novices, there'd be a lot more students visiting me, and things would get noisy. Go talk to Dan Golthas over there. He's a little intense, but he means well, and he's a decent teacher.

I first set up shop in the Magic Quarter, but it was pretty noisy there. This is a definite improvement, barring a few persistent students who still track me down, despite the fact that I've relocated.";6
4213;"Elune has granted the night elves many gifts. In return, it is our responsibility to safeguard these forests from the demonic taint that the Horde always brings with it.

Always double-check your measurements before you begin to cut the leather. We cannot afford to waste materials.";6
4241;"The grass is soft and lush. The air is fresh, full of light and song. Everything I've seen suggests that Teldrassil is a dream come true. Why, then, is my heart full of foreboding?

I regret to say that I cannot aid you, $gnoble sir:gentle lady;, until you learn more of working with leather. Speak with Faldron or Darianna here instead. They can teach you the skill you require.

Do not try to force your will upon the leather. Rather, let its natural tendencies dictate what form and function it will take. This is not a battle to be won. Work with the leather, not against it.";6
