ItemList;name;Patch
5109;Stonesplinter Rags;6
5110;Dalaran Wizard's Robe;6
5113;Mark of the Syndicate;6
5126;Knowledge: Defias Disguise;6
5127;Knowledge: South Seas Pirate Disguise;6
5130;Knowledge: Dalaran Wizard Disguise;6
5131;Knowledge: Stonesplinter Disguise;6
5157;Deprecated Book of Cyclone II;6
5226;Deprecated Conjured Mana Jewel;6
5231;Deprecated Greater Bloodstone;6
5237;Mind-numbing Poison;6
5264;Complimentary Beer Token;6
5265;Watered-down Beer;6
5341;Spore-covered Tunic;6
5410;OLDCeremonial Club;6
5465;Small Spider Leg;6
5466;Scorpid Stinger;6
5467;Kodo Meat;6
5468;Soft Frenzy Flesh;6
5469;Strider Meat;6
5472;Kaldorei Spider Kabob;6
5473;Scorpid Surprise;6
5474;Roasted Kodo Meat;6
5476;Fillet of Frenzy;6
5477;Strider Stew;6
5482;Recipe: Kaldorei Spider Kabob;6
5483;Recipe: Scorpid Surprise;6
5484;Recipe: Roasted Kodo Meat;6
5485;Recipe: Fillet of Frenzy;6
5486;Recipe: Strider Stew;6
5531;Deprecated Brakgul Deathbringer's Head;6
5625;Deprecated Band of the Order;6
5671;Libram: Seal of Might III;6
5713;Tablet of Thunderbolt;6
5714;Tablet of Ensnaring Totem II;6
5721;Grimoire of Create Spellstone;6
5743;Prismstone Ring;6
5762;Red Linen Bag;6
5771;Pattern: Red Linen Bag;6
5829;Razor-sharp Beak;6
5936;Animal Skin Belt;6
5939;Sewing Gloves;6
5956;Blacksmith Hammer;6
5957;Handstitched Leather Vest;6
5997;Elixir of Minor Defense;6
6036;Rogue Test Dagger;6
6092;Black Whelp Boots;6
6149;Greater Mana Potion;6
6214;Heavy Copper Maul;6
6217;Copper Rod;6
6218;Runed Copper Rod;6
6219;Arclight Spanner;6
6222;Formula: Imbue Chest - Minor Spirit;6
6223;Crest of Darkshire;6
6238;Brown Linen Robe;6
6239;Red Linen Vest;6
6240;Blue Linen Vest;6
6241;White Linen Robe;6
6242;Blue Linen Robe;6
6256;Fishing Pole;6
6260;Blue Dye;6
6270;Pattern: Blue Linen Vest;6
6271;Pattern: Red Linen Vest;6
6272;Pattern: Blue Linen Robe;6
6289;Raw Longjaw Mud Snapper;6
6290;Brilliant Smallfish;6
6291;Raw Brilliant Smallfish;6
6299;Sickly Looking Fish;6
6303;Raw Slitherskin Mackerel;6
6309;17 Pound Catfish;6
6310;19 Pound Catfish;6
6311;22 Pound Catfish;6
6317;Raw Loch Frenzy;6
6325;Recipe: Brilliant Smallfish;6
6326;Recipe: Slitherskin Mackerel;6
6328;Recipe: Longjaw Mud Snapper;6
6342;Formula: Enchant Chest - Minor Mana;6
6343;Formula: Imbue Chest - Spirit;6
6344;Formula: Enchant Bracer - Minor Spirit;6
6351;Dented Crate;6
6352;Waterlogged Crate;6
6353;Small Chest;6
6354;Small Locked Chest;6
6355;Sturdy Locked Chest;6
6356;Battered Chest;6
6357;Sealed Crate;6
6360;Steelscale Crushfish;6
6361;Raw Rainbow Fin Albacore;6
6362;Raw Rockscale Cod;6
6363;26 Pound Catfish;6
6364;32 Pound Catfish;6
6365;Strong Fishing Pole;6
6366;Darkwood Fishing Pole;6
6368;Recipe: Rainbow Fin Albacore;6
6376;Formula: Enchant Boots - Minor Stamina;6
6522;Deviate Fish;6
6526;Battle Harness;6
6529;Shiny Bauble;6
6530;Nightcrawlers;6
6645;Bloated Mud Snapper;6
6647;Bloated Catfish;6
6651;Broken Wine Bottle;6
6657;Savory Deviate Delight;6
6661;Recipe: Savory Deviate Delight;6
6730;Ironforge Chain;6
6734;Plans: Ironforge Chain;6
6786;Simple Dress;6
6888;Herb Baked Egg;6
6889;Small Egg;6
6890;Smoked Bear Meat;6
6891;Recipe: Herb Baked Egg;6
6892;Recipe: Smoked Bear Meat;6
6947;Instant Poison;6
6986;Crimson Lotus;6
7005;Skinning Knife;6
7026;Linen Belt;6
7247;Chest of Containment Coffers;6
7249;Charged Rift Gem;6
7268;Xavian Water Sample;6
7269;Deino's Flask;6
7270;Laughing Sister's Hair;6
7276;Handstitched Leather Cloak;6
7277;Handstitched Leather Bracers;6
7278;Light Leather Quiver;6
7279;Small Leather Ammo Pouch;6
7280;Rugged Leather Pants;6
7281;Light Leather Bracers;6
7282;Light Leather Pants;6
7288;Pattern: Rugged Leather Pants;6
7292;Filled Containment Coffer;6
7293;Dalaran Mana Gem;6
7307;Flesh Eating Worm;6
7308;Cantation of Manifestation;6
7388;Skull Key;6
7466;Vermilion Band;6
7497;Ivory Band;6
7509;Manaweave Robe;6
7510;Lesser Spellfire Robes;6
7512;Nether-lace Robe;6
7707;Twain Test;6
7940;Heavy Mithril Axe;6
7955;Copper Claymore;6
7973;Big-mouth Clam;6
7997;Red Defias Mask;6
8067;Crafted Light Shot;6
8075;Conjured Sourdough;6
8077;Conjured Mineral Water;6
8350;The 1 Ring;6
8365;Raw Mithril Head Trout;6
8366;Bloated Trout;6
8491;Cat Carrier (Black Tabby);6
8543;Underwater Mushroom Cap;6
8688;Bind On Acquire Test Item;6
8826;Tome of Arcane Missiles IV;6
8828;Tome of Frostbolt VI;6
8829;Tome of Cone of Cold II;6
8830;Tome of Scorch III;6
8976;Codex of Abolish Disease;6
8977;Codex of Mana Burn II;6
8978;Codex of Flash Heal III;6
8980;Codex of Mind Blast V;6
9037;Tablet of Rockbiter Weapon;6
9039;Tablet of Earth Shock;6
9040;Tablet of Healing Wave II;6
9041;Tablet of Earthbind Totem;6
9042;Monster - Claw Offhand;6
9043;Tablet of Stoneclaw Totem;6
9044;Tablet of Earth Shock II;6
9084;Tablet of Windfury Totem;6
9085;Tablet of Fire Nova Totem III;6
9086;Tablet of Healing Wave VI;6
9087;Tablet of Purge II;6
9515;Nether-lace Tunic;6
10045;Simple Linen Pants;6
10046;Simple Linen Boots;6
10047;Simple Kilt;6
10421;Rough Copper Vest;6
10568;Monster - Mace2H, Pacifier;6
10938;Lesser Magic Essence;6
10939;Greater Magic Essence;6
10940;Strange Dust;6
11099;Dark Iron Ore;6
11287;Lesser Magic Wand;6
11288;Greater Magic Wand;6
11291;Star Wood;6
11418;Hollow Wing Bone;6
12223;Meaty Bat Wing;6
12224;Crispy Bat Wing;6
12226;Recipe: Crispy Bat Wing;6
12238;Darkshore Grouper;6
13104;Monster - Axe, Hatchet C03 Red;6
13343;Pet Stone;6
13609;Monster - Item, Lantern - Round Offhand;6
13757;Lightning Eel;6
13874;Heavy Crate;6
13875;Ironbound Locked Chest;6
13876;40 Pound Grouper;6
13877;47 Pound Grouper;6
13878;53 Pound Grouper;6
13879;59 Pound Grouper;6
13880;68 Pound Grouper;6
15326;Gleaming Throwing Axe;6
15327;Wicked Throwing Dagger;6
15826;Curative Animal Salve;6
15842;Empty Dreadmist Peak Sampler;6
15843;Filled Dreadmist Peak Sampler;6
15844;Empty Cliffspring Falls Sampler;6
15845;Filled Cliffspring Falls Sampler;6
15851;Lunar Fungus;6
15852;Kodo Horn;6
15866;Veildust Medicine Bag;6
16084;Expert First Aid - Under Wraps;6
16168;Heaven Peach;6
16262;Nessa's Collection;6
16263;Laird's Response;6
16310;Brock's List;6
16311;Honorary Picks;6
16328;Grimoire of Fire Shield (Rank 3);6
16353;Grimoire of Sacrifice (Rank 3);6
16359;Grimoire of Consume Shadows (Rank 3);6
16376;Grimoire of Soothing Kiss (Rank 2);6
16380;Grimoire of Lesser Invisibility;6
16384;Grimoire of Tainted Blood (Rank 1);6
16792;Giant Club;6
17058;Fish Oil;6
19743;Cloaked Hood TEST;6
21030;Darnassus Kimchi Pie;6
21150;Iron Bound Trunk;6
21552;Striped Yellowtail;6
21554;Monster - Gun, PvP Horde;6
21555;Monster - Mace2H, Alliance PvP;6
994;Tome of Ice Armor;5
996;Ring of Righteous Flame (TEST);5
997;Fire Sword of Crippling;5
1002;Tome of Lesser Invisibility;5
1004;Tome of Chains of Ice II;5
1109;Codex of Dominate;5
1239;Grimoire of Siphon Mana;5
1250;Grimoire of Detect Lesser Invisibility;5
1270;Finely Woven Cloak;5
1282;Sparkmetal Coif;5
1298;Deprecated Night Mage Wristguards;5
1493;Heavy Marauder Scimitar;5
1533;Deprecated Bloodscalp Idol;5
1536;Libram: Seal of Wrath;5
1547;Shield of the Faith;5
1567;Tome of Khadgar's Unlocking II;5
1568;Tome of Water Elemental;5
1571;Tome of Frost Nova II;5
1589;Tablet of Spirit Armor III;5
1655;Deprecated Codex of Sustenance III;5
1657;Codex of Resurrection II;5
1658;Codex of Shadow Word: Pain IV;5
1686;Bristly Whisker;5
1687;Retractable Claw;5
1878;Deprecated Book of Nullify Poison II;5
1939;Skin of Sweet Rum;5
1940;Deprecated Skin of Sweet Rum;5
1941;Cask of Merlot;5
1942;Bottle of Moonshine;5
1999;Deprecated Torn Leather Harness;5
2000;Archeus;5
2113;Calor's Note;5
2154;The Story of Morgan Ladimore;5
2161;Book from Sven's Farm;5
2162;Sarah's Ring;5
2232;Dark Runner Boots;5
2522;Crescent Axe;5
2523;Bullova;5
2524;Truncheon;5
2525;War Hammer;5
2526;Main Gauche;5
2560;Jitters' Completed Journal;5
2612;Plain Robe;5
2613;Double-stitched Robes;5
2614;Robe of Apprenticeship;5
2615;Chromatic Robe;5
2616;Shimmering Silk Robes;5
2629;Intrepid Strongbox Key;5
2702;Lightforge Ingot;5
2712;Crate of Lightforge Ingots;5
2724;Cloth Request;5
2808;Torch of Flame;5
2902;Cloak of the Faith;5
2917;Tranquil Ring;5
2943;Eye of Paleth;5
2944;Cursed Eye of Paleth;5
2945;(OLD)Medium Throwing Knife;5
2953;Watch Master's Cloak;5
2954;Night Watch Pantaloons;5
3028;Longbow;5
3031;Depricated Razor Arrow;5
3043;Elven Arrow;5
3044;OLDMonster - Mace, Standard Basic Offhand;5
3068;Deprecated Silver-thread Cowl;5
3098;Tome of Slow;5
3100;Tome of Blizzard II;5
3102;Tome of Arcane Intellect III;5
3115;Codex of Renew IV;5
3132;Tablet of Molten Blast IV;5
3133;Tablet of Mana Totem;5
3146;Grimoire of Burning Spirit III;5
3209;Ancient War Sword;5
3232;Deprecated Drake-scale Leggings;5
3337;Dragonmaw War Banner;5
3339;Dwarven Tinder;5
3419;Red Rose;5
3420;Black Rose;5
3421;Simple Wildflowers;5
3422;Beautiful Wildflowers;5
3423;Bouquet of White Roses;5
3424;Bouquet of Black Roses;5
3427;Stylish Black Shirt;5
3514;Mor'Ladim's Skull;5
3619;Snellig's Snuffbox;5
3625;Nek'rosh's Head;5
3639;Ear of Balgaras;5
3693;Humbert's Sword;5
3716;Murloc Head;5
3717;Sack of Murloc Heads;5
3721;Farren's Report;5
3750;Ribbed Breastplate;5
3751;Mercenary Leggings;5
3755;Fish Gutter;5
3778;Taut Compound Bow;5
3779;Hefty War Axe;5
3780;Long-barreled Musket;5
3781;Broad Claymore;5
3782;Large War Club;5
3792;Interlaced Belt;5
3793;Interlaced Boots;5
3796;Interlaced Gloves;5
3798;Interlaced Shoulderpads;5
3801;Hardened Leather Boots;5
3802;Hardened Leather Bracers;5
3805;Hardened Leather Pants;5
3807;Hardened Leather Tunic;5
3808;Double Mail Belt;5
3809;Double Mail Boots;5
3813;Double Mail Pants;5
3815;Double Mail Vest;5
3817;Reinforced Buckler;5
3878;Deprecated Conjured Mana Jewel;5
4093;Large Basilisk Tail;5
4145;Tome of Conjure Mana Gem;5
4150;Tome of Conjure Water IV;5
4164;Libram: Holy Light V;5
4170;Tablet of Astral Recall;5
4171;Tablet of Agitating Totem III;5
4173;Tablet of Shock IV;5
4201;Grimoire of Eye of Kilrogg;5
4203;Grimoire of Pestilence II;5
4204;Grimoire of Soul Funnel III;5
4207;Grimoire of Curse of Archimonde;5
4269;Codex of Prayer of Healing;5
4270;Codex of Heal III;5
4271;Codex of Holy Smite V;5
4272;Codex of Holy Protection;5
4273;Codex of Heal;5
4281;Codex of Shadow Protection;5
4475;Deprecated The Southern Kingdoms;5
4499;Huge Brown Sack;5
4784;Lifeless Stone;5
4853;TEST QUEST HELM;5
4855;Unused Cloth Shoulder A01 Gray;5
4856;Unused Cloth Shoulder A02 Yellow;5
4857;Unused Cloth Shoulder B01 Silver;5
4858;Unused Cloth Shoulder B02 Black;5
5004;Mark of the Kirin Tor;5
5041;TEST Translation: Taurahe;5
5092;Charred Razormane Wand;5
5093;Razormane Backstabber;5
5094;Razormane War Shield;5
5108;Dark Iron Leather;5
5153;Book of Mark of the Wild IV;5
5156;Book of Wrath V;5
5158;Book of Tranquility;5
5160;Book of Healing Touch V;5
5236;Combustible Wand;5
5244;Consecrated Wand;5
5322;Demolition Hammer;5
5347;Pestilent Wand;5
5352;Book: The Powers Below;5
5461;Branch of Cenarius;5
5481;Satyr Horns;5
5515;Deprecated Iron Pummel;5
5661;Libram: Seal of Righteousness II;5
5673;Libram: Exorcism II;5
5707;Tablet of Far Sight;5
5709;Tablet of Water Walking;5
5710;Tablet of Healing Totem IV;5
5711;Tablet of Ghost Wolf II;5
5712;Tablet of Serpent Totem IV;5
5740;Red Fireworks Rocket;5
5798;Rocket Car Parts;5
5820;Faerie Mantle;5
5842;Unrefined Ore Sample;5
5846;Korran's Sealed Note;5
5849;Crate of Crash Helmets;5
5850;Belgrom's Sealed Note;5
5853;Intact Silithid Carapace;5
5854;Silithid Talon;5
5855;Silithid Heart;5
5867;Etched Phial;5
5868;Filled Etched Phial;5
5869;Cloven Hoof;5
5877;Cracked Silithid Carapace;5
6194;Barreling Reaper;5
6300;Husk Fragment;5
6302;Delicate Insect Wing;5
6523;Buckled Harness;5
6524;Studded Leather Harness;5
6525;Grunt's Harness;5
6683;Tyranis' Pendant (old);5
6737;Dryleaf Pants;5
6738;Bleeding Crescent;5
6739;Cliffrunner's Aim;5
6740;Azure Sash;5
6741;Orcish War Sword;5
6897;Manual: Path of the Berserker;5
6930;Rod of Channeling;5
6931;Moldy Tome;5
6997;Tattered Manuscript;5
6999;Tome of the Cabal;5
7006;Reconstructed Tome;5
7066;Exotic Silk Dress;5
7266;Ur's Treatise on Shadow Magic;5
7267;Pristine Spider Silk;5
7297;Morbent's Bane;5
7344;Torch of Holy Flame;5
7427;Cerulean Talisman;5
7467;Vermilion Necklace;5
7511;Astral Knot Robe;5
7706;Monster - Mace2H, Special NPC (Mograine);5
8746;Interlaced Cowl;5
8747;Hardened Leather Helm;5
8760;Book of Abolish Poison;5
8761;Book of Starfire II;5
8762;Book of Rejuvenation V;5
8763;Book of Moonfire V;5
8764;Book of Faerie Fire II;5
8765;Book of Regrowth IV;5
8815;Tome of Cone of Cold;5
8816;Tome of Frostbolt V;5
8818;Tome of Mana Shield II;5
8819;Tome of Scorch II;5
8820;Tome of Fire Ward II;5
8821;Tome of Amplify Magic II;5
8822;Tome of Arcane Explosion III;5
8823;Tome of Fire Blast IV;5
8824;Tome of Fireball VI;5
8974;Codex of Mind Control;5
8975;Codex of Fade III;5
9072;Tablet of Flametongue Totem;5
9073;Tablet of Windfury Weapon;5
9074;Tablet of Flame Shock III;5
9078;Tablet of Grounding Totem;5
9079;Tablet of Lightning Shock;5
9081;Tablet of Healing Stream Totem II;5
9082;Tablet of Rockbiter Weapon III;5
9083;Tablet of Searing Totem III;5
9451;Bubbling Water;5
9516;Astral Knot Blouse;5
10422;Silvered Bronze Pants;5
10456;A Bulging Coin Purse;5
10590;Pocked Black Box;5
10591;Monster - Mace, Stormhammer;5
11229;Brightscale Girdle;5
11345;Barbaric Kilt;5
11386;Squishy Basilisk Eye;5
11886;Urgent Message;5
12421;Monster - Staff, White Jeweled;5
12564;Assassination Note;5
12765;Secret Note #1;5
12766;Secret Note #2;5
12768;Secret Note #3;5
12884;Arnak's Hoof;5
13606;Monster - Item, Bucket - Metal Offhand;5
13611;Monster - Hot Iron Poker Offhand;5
13612;Monster - Item, Glass - Purple Wine;5
13896;Dark Green Wedding Hanbok;5
13897;White Traditional Hanbok;5
13898;Royal Dangui;5
14586;Monster - Mace2H, Fist of Omokk;5
14609;Deprecated Ceremonial Buckler;5
15457;Desert Shoulders;5
15458;Tundra Boots;5
15459;Grimtoll Wristguards;5
15461;Lightheel Boots;5
15462;Loamflake Bracers;5
15463;Palestrider Gloves;5
15468;Windsong Drape;5
15469;Windsong Cinch;5
15470;Plainsguard Leggings;5
15471;Brawnhide Armor;5
15807;Light Crossbow;5
15808;Fine Light Crossbow;5
15809;Heavy Crossbow;5
15810;Short Spear;5
15811;Heavy Spear;5
15903;Right-Handed Claw;5
15904;Right-Handed Blades;5
15905;Right-Handed Brass Knuckles;5
15906;Left-Handed Brass Knuckles;5
15907;Left-Handed Claw;5
15909;Left-Handed Blades;5
15910;Monster - Trident, Dark Ornate;5
16061;Test Fire Res Shoulders Cloth;5
16062;Test Fire Res Waist Cloth;5
16063;Test Fire Res Hands Cloth;5
16064;Test Fire Res Waist Mail;5
16065;Test Fire Res Feet Leather;5
16066;Test Fire Res Feet Mail;5
16116;Test Nature Res Cloak Cloth;5
16117;Test Nature Res Hands Cloth;5
16118;Test Nature Res Legs Cloth;5
16119;Test Nature Res Wrist Cloth;5
16120;Test Nature Res Waist Cloth;5
16121;Test Nature Res Head Cloth;5
16122;Test Nature Res Shoulders Cloth;5
16123;Test Nature Res Neck;5
16124;Test Frost Res Neck;5
16125;Test Arcane Res Neck;5
16126;Test Nature Res Waist Leather;5
16127;Test Nature Res Wrist Leather;5
16128;Test Nature Res Head Leather;5
16129;Test Nature Res Feet Mail;5
16130;Test Nature Res Head Plate;5
16131;Test Nature Res Waist Mail;5
16132;Test Nature Res Wrist Mail;5
16133;Test Nature Res Head Mail;5
16134;Test Nature Res Shoulders Mail;5
16135;Test Frost Res Feet Cloth;5
16136;Test Frost Res Waist Cloth;5
16137;Test Frost Res Wrist Cloth;5
16138;Test Frost Res Head Cloth;5
16139;Test Frost Res Head Leather;5
16140;Test Nature Res Head Leather;5
16141;Test Nature Res Head Mail;5
16142;Test Frost Res Wrist Mail;5
16143;Test Frost Res Shoulder Mail;5
16144;Test Frost Res Shoulders Leather;5
16145;Test Shadow Res Waist Cloth;5
16146;Test Shadow Res Head Cloth;5
16147;Test Shadow Res Shoulders Cloth;5
16148;Test Shadow Res Shoulders Leather;5
16149;Test Shadow Res Shoulder Mail;5
16150;Test Shadow Res Waist Leather;5
16151;Test Arcane Res Feet Cloth;5
16152;Test Arcane Res Waist Cloth;5
16153;Test Arcane Res Wrist Cloth;5
16154;Test Arcane Res Shoulders Cloth;5
16155;Test Arcane Res Waist Leather;5
16156;Test Arcane Res Head Leather;5
16157;Test Arcane Res Feet Mail;5
16158;Test Arcane Res Wrist Mail;5
16159;Test Arcane Res Head Mail;5
16163;Test Arcane Res Waist Mail;5
16164;Test Arcane Res Hands Mail;5
16317;Grimoire of Firebolt (Rank 4);5
16323;Grimoire of Blood Pact (Rank 3);5
16347;Grimoire of Torment (Rank 3);5
16358;Grimoire of Consume Shadows (Rank 2);5
16368;Grimoire of Lash of Pain (Rank 2);5
16379;Grimoire of Seduction;5
17189;Metal Buckler;5
872;Rockslicer;4
915;Red Silk Bandana;4
918;Deviate Hide Pack;4
1156;Lavishly Jeweled Ring;4
1327;Wiley's Note;4
1353;Shaw's Report;4
1381;A Mysterious Message;4
1875;Thistlenettle's Badge;4
1893;Miner's Revenge;4
1894;Miners' Union Card;4
1925;Defias Rapier;4
1926;Weighted Sap;4
1927;Deadmines Cleaver;4
1928;Defias Mage Staff;4
1929;Silk-threaded Trousers;4
1930;Stonemason Cloak;4
1933;Staff of Conjuring;4
1934;Stonemason Trousers;4
1936;Goblin Screwdriver;4
1937;Buzz Saw;4
1943;Goblin Mail Leggings;4
1944;Metalworking Gloves;4
1945;Woodworking Gloves;4
1951;Blackwater Cutlass;4
1958;Petrified Shinbone;4
2036;Dusty Mining Gloves;4
2037;Tunneler's Boots;4
2041;Tunic of Westfall;4
2042;Staff of Westfall;4
2074;Solid Shortblade;4
2089;Scrimshaw Dagger;4
2166;Foreman's Leggings;4
2167;Foreman's Gloves;4
2168;Foreman's Boots;4
2169;Buzzer Blade;4
3637;Head of VanCleef;4
4555;Thick Scaly Tail;4
4556;Speckled Shell Fragment;4
4676;Skeletal Gauntlets;4
5055;Intact Raptor Horn;4
5068;Dried Seeds;4
5098;Altered Snapjaw Shell;4
5187;Rhahk'Zor's Hammer;4
5191;Cruel Barb;4
5192;Thief's Blade;4
5193;Cape of the Brotherhood;4
5194;Taskmaster Axe;4
5195;Gold-flecked Gloves;4
5196;Smite's Reaver;4
5197;Cookie's Tenderizer;4
5198;Cookie's Stirring Rod;4
5199;Smelting Pants;4
5200;Impaling Harpoon;4
5201;Emberstone Staff;4
5202;Corsair's Overshirt;4
5243;Firebelcher;4
5334;99-Year-Old Port;4
5339;Serpentbloom;4
5342;Raptor Punch;4
5343;Barkeeper's Cloak;4
5397;Defias Gunpowder;4
5404;Serpent's Shoulders;4
5422;Brambleweed Leggings;4
5423;Boahn's Fang;4
5443;Gold-plated Buckler;4
5444;Miner's Cape;4
5514;Mana Agate;4
5970;Serpent Gloves;4
6087;Chausses of Westfall;4
6094;Piercing Axe;4
6443;Deviate Hide;4
6446;Snakeskin Bag;4
6447;Worn Turtle Shell Shield;4
6448;Tail Spike;4
6449;Glowing Lizardscale Cloak;4
6459;Savage Trodders;4
6460;Cobrahn's Grasp;4
6461;Slime-encrusted Pads;4
6463;Deep Fathom Ring;4
6464;Wailing Essence;4
6465;Robe of the Moccasin;4
6469;Venomstrike;4
6472;Stinging Viper;4
6480;Slick Deviate Leggings;4
6504;Wingblade;4
6505;Crescent Staff;4
6627;Mutant Scale Breastplate;4
6629;Sporid Cape;4
6630;Seedcloud Buckler;4
6632;Feyscale Cloak;4
7230;Smite's Mighty Hammer;4
7365;Gnoam Sprecklesprocket;4
7606;Polar Gauntlets;4
7607;Sable Wand;4
8490;Cat Carrier (Siamese);4
8492;Parrot Cage (Green Wing Macaw);4
9738;Gem of Cobrahn;4
9739;Gem of Anacondra;4
9740;Gem of Pythas;4
9741;Gem of Serpentis;4
10414;Sample Snapjaw Shell;4
10441;Glowing Shard;4
10649;Nightmare Shard;4
10657;Talbar Mantle;4
10658;Quagmire Galoshes;4
10820;Jackseed Belt;4
10821;Sower's Cloak;4
10919;Apothecary Gloves;4
13245;Kresh's Back;4
200;Thick Cloth Vest;3
201;Thick Cloth Pants;3
202;Thick Cloth Shoes;3
203;Thick Cloth Gloves;3
761;Deprecated Elwynn Trout;3
770;Pointy Crocolisk Tooth;3
880;Staff of Horrors;3
887;Pound of Flesh;3
892;Gnoll Casting Gloves;3
893;Dire Wolf Fang;3
898;Deprecated Broken Venomweb Fang;3
899;Venom Web Fang;3
911;Ironwood Treebranch;3
913;Huge Ogre Sword;3
920;Wicked Spiked Mace;3
922;Dacian Falx;3
923;Longsword;3
924;Maul;3
925;Flail;3
926;Battle Axe;3
927;Double Axe;3
928;Long Staff;3
1074;Hard Spider Leg Tip;3
1078;Deprecated Writ of Lakeshire;3
1127;Flash Bundle;3
1129;Ghoul Fang;3
1130;Vial of Spider Venom;3
1131;Totem of Infliction;3
1273;Forest Chain;3
1293;The State of Lakeshire;3
1294;The General's Response;3
1407;Solomon's Plea to Westfall;3
1408;Stoutmantle's Response to Solomon;3
1409;Solomon's Plea to Darkshire;3
1410;Ebonlocke's Response to Solomon;3
1445;Blackrock Pauldrons;3
1455;Blackrock Champion's Axe;3
1458;Shadowhide Maul;3
1459;Shadowhide Scalper;3
1461;Slayer's Battle Axe;3
1477;Scroll of Agility II;3
1485;Pitchfork;3
1487;Conjured Pumpernickel;3
1560;Bluegill Sandals;3
1696;Curved Raptor Talon;3
1697;Keen Raptor Tooth;3
1701;Curved Basilisk Claw;3
1702;Intact Basilisk Spine;3
1707;Stormwind Brie;3
1708;Sweet Nectar;3
1710;Greater Healing Potion;3
1725;Large Knapsack;3
1729;Gunnysack of the Night Watch;3
1754;Reinforced Chain Belt;3
1755;Reinforced Chain Boots;3
1756;Reinforced Chain Bracers;3
1757;Reinforced Chain Cloak;3
1758;Reinforced Chain Gloves;3
1759;Reinforced Chain Pants;3
1760;Reinforced Chain Shoulderpads;3
1761;Reinforced Chain Vest;3
1782;Cross-stitched Cloak;3
1783;Cross-stitched Gloves;3
1784;Cross-stitched Pants;3
1785;Cross-stitched Shoulderpads;3
1786;Cross-stitched Vest;3
1803;Tough Leather Belt;3
1804;Tough Leather Boots;3
1805;Tough Leather Bracers;3
1806;Tough Cloak;3
1807;Tough Leather Gloves;3
1808;Tough Leather Pants;3
1809;Tough Leather Shoulderpads;3
1810;Tough Leather Armor;3
1825;Bulky Bludgeon;3
1826;Rock Maul;3
1827;Meat Cleaver;3
1828;Stone War Axe;3
1829;Short Cutlass;3
1830;Long Bastard Sword;3
1831;Oaken War Staff;3
1923;Ambassador's Satchel;3
1977;20-slot Bag;3
2016;Dusty Chain Armor;3
2020;Hollowfang Blade;3
2046;Bluegill Kukri;3
2141;Cuirboulli Vest;3
2142;Cuirboulli Belt;3
2143;Cuirboulli Boots;3
2144;Cuirboulli Bracers;3
2145;Cuirboulli Gloves;3
2146;Cuirboulli Pants;3
2148;Polished Scale Belt;3
2149;Polished Scale Boots;3
2150;Polished Scale Bracers;3
2151;Polished Scale Gloves;3
2152;Polished Scale Leggings;3
2153;Polished Scale Vest;3
2156;Padded Boots;3
2158;Padded Gloves;3
2159;Padded Pants;3
2160;Padded Armor;3
2175;Shadowhide Battle Axe;3
2209;Kris;3
2221;Targe Shield;3
2222;Tower Shield;3
2289;Scroll of Strength II;3
2378;Skeleton Finger;3
2442;Reinforced Targe;3
2445;Large Metal Shield;3
2446;Kite Shield;3
2563;Strange Smelling Powder;3
2606;Lurker Venom;3
2607;Mo'grosh Crystal;3
2609;Disarming Colloid;3
2610;Disarming Mixture;3
2611;Crude Flint;3
2625;Menethil Statuette;3
2639;Merrin's Letter;3
2658;Ados Fragment;3
2659;Modr Fragment;3
2660;Golm Fragment;3
2661;Neru Fragment;3
2766;Deft Stiletto;3
2779;Tear of Tilloa;3
2784;Musquash Root;3
2785;Stiff Recurve Bow;3
2786;Oiled Blunderbuss;3
2788;Black Claw Stout;3
2907;Dwarven Tree Chopper;3
2908;Thornblade;3
2913;Silk Mantle of Gamn;3
2939;Crocolisk Tear;3
2949;Mariner Boots;3
2950;Icicle Rod;3
3022;Bluegill Breeches;3
3024;"BKP 2700 ""Enforcer""";3
3030;Razor Arrow;3
3032;Deprecated Impact Shot;3
3033;Solid Shot;3
3046;Deprecated Glinting Scale Crown;3
3050;Deprecated Winter Mail Leggings;3
3051;Deprecated Winter Mail Gloves;3
3052;Deprecated Winter Mail Coif;3
3054;Deprecated Winter Mail Boots;3
3108;Heavy Throwing Dagger;3
3109;(OLD)Wicked Throwing Dagger;3
3114;Codex of Shadow Word: Befuddle;3
3116;Codex of Holy Word: Shield II;3
3137;Deadly Throwing Axe;3
3138;Grimoire of Shadow Bolt IV;3
3140;Grimoire of Blood Boil II;3
3141;Grimoire of Life Drain;3
3142;Grimoire of Curse of Sargeras;3
3143;Grimoire of Burning Spirit;3
3144;Grimoire of Burning Spirit II;3
3145;Off Hand Test Dagger;3
3147;Deprecated Tattered Shirt;3
3148;Work Shirt;3
3149;Deprecated Ripped Vest;3
3150;Deprecated Tattered Pants;3
3175;Ruined Dragonhide;3
3179;Cracked Dragon Molting;3
3349;Sida's Bag;3
3352;Ooze-covered Bag;3
3380;Cross-stitched Belt;3
3381;Cross-stitched Bracers;3
3468;Renferrel's Findings;3
3476;Gray Bear Tongue;3
3477;Creeper Ichor;3
3495;Elixir of Suffering;3
3556;Dread Mage Hat;3
3558;Fen Keeper Robe;3
3559;Night Watch Gauntlets;3
3564;Shipment of Iron;3
3591;Padded Belt;3
3592;Padded Bracers;3
3597;Thick Cloth Belt;3
