CreatureList;name;patch
1702;Bronk Guzzlegear;6
1703;Uthrar Threx;6
1777;Dakk Blunderblast;6
1862;Lesser Netherwalker;6
1864;Greater Succubus;6
1871;Eliza's Guard;6
1971;Ivar the Foul;6
1975;Eastvale Lumberjack;6
2044;Forlorn Spirit;6
2099;Maiden's Virtue Crewman;6
2112;Farrin Daris;6
2114;Faruza;6
2118;Abigail Shiel;6
2132;Carolai Anise;6
2133;[UNUSED] Theo Reshan;6
2153;Terl Arakor;6
2203;Greymist Seer;6
2206;Greymist Hunter;6
2211;Captured Mountaineer;6
2220;[UNUSED] Undead Blacksmith Trainer;6
2221;Undead Tailor Trainer;6
2222;Undead Mining Trainer;6
2223;[UNUSED] Undead Cooking Trainer;6
2240;Syndicate Footpad;6
2241;Syndicate Thief;6
2242;Syndicate Spy;6
2243;Syndicate Sentry;6
2245;Syndicate Saboteur;6
2252;Crushridge Ogre;6
2253;Crushridge Brute;6
2254;Crushridge Mauler;6
2255;Crushridge Mage;6
2256;Crushridge Enforcer;6
2271;Dalaran Shield Guard;6
2272;Dalaran Theurgist;6
2276;Magistrate Henry Maleb;6
2277;Loremaster Dibbs;6
2285;Count Remington Ridgewell;6
2287;Crushridge Warmonger;6
2318;Argus Shadow Mage;6
2319;Syndicate Wizard;6
2320;Nagaz;6
2325;Undead First Aid Trainer;6
2326;Thamner Pol;6
2327;Shaina Fuller;6
2329;Michelle Belle;6
2358;Dalaran Summoner;6
2359;Elemental Slave;6
2361;Tamara Armstrong;6
2362;Hemmit Armstrong;6
2365;Bront Coldcleave;6
2366;Barkeep Kelly;6
2367;Donald Rabonne;6
2380;Nandar Branson;6
2381;Micha Yance;6
2383;Lindea Rabonne;6
2390;Aranae Venomblood;6
2393;Christoph Jeffcoat;6
2394;Mallen Swain;6
2397;Derak Nightfall;6
2399;Daryl Stack;6
2407;Hulking Mountain Lion;6
2410;Magus Wordeen Voidglare;6
2411;Ricter;6
2412;Alina;6
2413;Dermot;6
2414;Kegan Darkmar;6
2415;Warden Belamoore;6
2416;Crushridge Plunderer;6
2417;Grel'borg the Miser;6
2434;Shadowy Assassin;6
2437;Keeper Bel'varil;6
2440;Drunken Footpad;6
2470;Watcher Fraizer;6
2480;Bro'kin;6
2481;Bliztik;6
2552;Witherbark Troll;6
2553;Witherbark Shadowcaster;6
2554;Witherbark Axe Thrower;6
2555;Witherbark Witch Doctor;6
2556;Witherbark Headhunter;6
2557;Witherbark Shadow Hunter;6
2558;Witherbark Berserker;6
2559;Highland Strider;6
2560;Highland Thrasher;6
2561;Highland Fleshstalker;6
2562;Boulderfist Ogre;6
2563;Plains Creeper;6
2564;Boulderfist Enforcer;6
2565;Giant Plains Creeper;6
2566;Boulderfist Brute;6
2567;Boulderfist Magus;6
2569;Boulderfist Mauler;6
2570;Boulderfist Shaman;6
2571;Boulderfist Lord;6
2572;Drywhisker Kobold;6
2573;Drywhisker Surveyor;6
2574;Drywhisker Digger;6
2575;Dark Iron Supplier;6
2577;Dark Iron Shadowcaster;6
2578;Young Mesa Buzzard;6
2579;Mesa Buzzard;6
2580;Elder Mesa Buzzard;6
2581;Dabyrie Militia;6
2582;Dabyrie Laborer;6
2583;Stromgarde Troll Hunter;6
2584;Stromgarde Defender;6
2585;Stromgarde Vindicator;6
2586;Syndicate Highwayman;6
2587;Syndicate Pathstalker;6
2588;Syndicate Prowler;6
2589;Syndicate Mercenary;6
2590;Syndicate Conjuror;6
2591;Syndicate Magus;6
2593;Rough Stone Elemental;6
2600;Singer;6
2603;Kovork;6
2605;Zalas Witherbark;6
2606;Nimar the Slayer;6
2614;[UNUSED] Stromgarde Horseman;6
2615;[UNUSED] Stromgarde Roughrider;6
2618;Hammerfall Peon;6
2619;Hammerfall Grunt;6
2623;Spirit of Old;6
2628;Dalaran Worker;6
2637;Syndicate Bomb;6
2638;Syndicate Spectre;6
2668;Danielle Zipstitch;6
2669;Sheri Zipstitch;6
2671;Mechanical Squirrel;6
2682;Fradd Swiftgear;6
2684;Rizz Loosebolt;6
2695;Sara Balloo;6
2696;Foggy MacKreel;6
2697;Clyde Ranthal;6
2698;George Candarte;6
2700;Captain Nials;6
2705;Brewmeister Bilger;6
2706;Tor'gan;6
2778;Deckhand Moishe;6
2790;Grand Mason Marblesten;6
2792;Gor'mul;6
2797;Hovrak Gutrender;6
2798;Pand Stonebinder;6
2799;Lucian Fenner;6
2805;Deneb Walker;6
2810;Hammon Karwn;6
2814;Narj Deepslice;6
2816;Androd Fadran;6
2818;Slagg;6
2819;Tunkk;6
2820;Graud;6
2821;Keena;6
2835;Cedrik Prose;6
2851;Urda;6
2855;Snang;6
2857;Thund;6
2883;[UNUSED] [PH] Monster Slayer Trainer;6
2885;[UNUSED] [PH] Magic Skills Trainer;6
2943;Ransin Donner;6
2992;Healing Ward V;6
2998;Karn Stonehoof;6
2999;Taur Stonehoof;6
3001;Brek Stonehoof;6
3002;Kurm Stonehoof;6
3004;Tepa;6
3005;Mahu;6
3007;Una;6
3008;Mak;6
3009;Bena Winterhoof;6
3010;Mani Winterhoof;6
3011;Teg Dawnstrider;6
3012;Nata Dawnstrider;6
3013;Komin Winterhoof;6
3014;Nida Winterhoof;6
3026;Aska Mistrunner;6
3027;Naal Mistrunner;6
3028;Kah Mistrunner;6
3029;Sewa Mistrunner;6
3050;Veren Tallstrider;6
3067;Pyall Silentstride;6
3069;Chaw Stronghide;6
3070;[UNUSED] [PH] Mulgore Alchemy Trainer;6
3071;[UNUSED] [PH] Mulgore Herbalism Trainer;6
3081;Wunna Darkmane;6
3085;Gloria Femmel;6
3087;Crystal Boughman;6
3090;Gerald Crawley;6
3091;Franklin Hamar;6
3096;Captured Servant of Azora;6
3133;Herble Baubbletump;6
3135;Malissa;6
3136;Clarise Gnarltree;6
3137;Matt Johnson;6
3159;Kzan Thornslash;6
3168;Flakk;6
3174;Dwukk;6
3175;Krunn;6
3176;[UNUSED] [PH] Durotar Engineering Trainer;6
3178;Stuart Fleming;6
3179;Harold Riggs;6
3181;Fremal Doohickey;6
3184;Miao'zan;6
3185;Mishiki;6
3187;Tai'tasi;6
3202;[UNUSED] Josh Test;6
3290;Deek Fizzlebizz;6
3299;[UNUSED] Antione LeMarca;6
3302;[UNUSED] Korl;6
3303;[UNUSED] Marna;6
3307;[UNUSED] Orgrun Blacktusk;6
3332;Lumak;6
3333;Shankys;6
3334;Rekkul;6
3342;Shan'ti;6
3345;Godan;6
3346;Kithas;6
3347;Yelmak;6
3348;Kor'geld;6
3355;Saru Steelfury;6
3356;Sumi;6
3357;Makaru;6
3358;Gorina;6
3363;Magar;6
3364;Borya;6
3365;Karolek;6
3366;Tamar;6
3367;Felika;6
3373;Arnok;6
3399;Zamja;6
3400;Xen'to;6
3404;Jandi;6
3405;Zeal'aya;6
3412;Nogg;6
3413;Sovik;6
3427;[UNUSED] Kendur;6
3477;Hraq;6
3478;Traugh;6
3479;Nargal Deatheye;6
3482;Tari'qa;6
3484;Kil'hala;6
3485;Wrahk;6
3490;Hula'mahi;6
3494;Tinkerwiz;6
3495;Gagsprocket;6
3497;Kilxx;6
3499;Ranik;6
3522;Constance Brisboise;6
3523;Bowen Brisboise;6
3540;Hal McAllister;6
3542;Jaysin Lanyda;6
3543;Robert Aebischer;6
3548;Selina Weston;6
3549;Shelene Rhobart;6
3550;Martine Tramblay;6
3551;Patrice Dwyer;6
3555;Johan Focht;6
3556;Andrew Hilbert;6
3557;Guillaume Sorouy;6
3558;[UNUSED] Temp Poisoning Vendor Undead;6
3559;Temp Poisoning Vendor Dwarf;6
3560;Healing Ward;6
3561;Kyrai;6
3572;Zizzek;6
3603;Cyndra Kindwhisper;6
3604;Malorne Bladeleaf;6
3605;Nadyia Maneweaver;6
3606;Alanna Raveneye;6
3607;Androl Oakhand;6
3614;Narret Shadowgrove;6
3617;Lordaeron Citizen;6
3659;Jorb;6
3703;Krulmoo Fullmoon;6
3704;Mahani;6
3777;Aelyssa;6
3778;Myielea Starwhisper;6
3903;Searing Totem III;6
3906;Healing Stream Totem II;6
3913;Stoneclaw Totem IV;6
3954;Dalria;6
3956;Harklan Moongrove;6
3957;Jainay Featherbreeze;6
3958;Lardan;6
3964;Kylanna;6
3965;Cylania Rootstalker;6
3966;Kaleem;6
3967;Aayndia Floralwind;6
3969;Fahran Silentblade;6
3985;Grandpa Vishas;6
4039;Dinnis;6
4062;Dark Iron Bombardier;6
4132;Silithid Ravager;6
4149;Kesteryth;6
4153;Kysandia;6
4156;Astaia;6
4157;Kitari Farseeker;6
4158;Salt Flats Vulture;6
4159;Me'lynn;6
4160;Ainethil;6
4168;Elynna;6
4186;Mavralyn;6
4189;Valdaron;6
4193;Grondal Moonbreeze;6
4194;Ullanna;6
4200;Laird;6
4204;Firodren Mooncaller;6
4206;Talar;6
4210;Alegorn;6
4211;Dannelor;6
4212;Telonis;6
4213;Taladan;6
4216;Chardryn;6
4221;Talaelar;6
4222;Voloren;6
4223;Fyldan;6
4224;Talegon;6
4225;Saenorion;6
4226;Ulthir;6
4228;Vaean;6
4229;Mythrin'dir;6
4254;Geofram Bouldertoe;6
4256;Golnir Bouldertoe;6
4258;Bengus Deepforge;6
4259;Thurgrum Deepforge;6
4265;Nyoma;6
4305;Kriggon Talsone;6
4307;Heldan Galesong;6
4322;Corthryn;6
4419;Race Master Kronkrider;6
4445;Griznak;6
4446;Mazzer Stripscrew;6
4449;Crazzle Sprysprocket;6
4450;Rugfizzle;6
4545;Nag'zehn;6
4546;Bor'zehn;6
4547;Tarkreu Shadowstalker;6
4552;Eunice Burch;6
4553;Ronald Burch;6
4561;Daniel Bartlett;6
4573;Armand Cromwell;6
4574;Lizbeth Cromwell;6
4576;Josef Gregorian;6
4577;Millie Gregorian;6
4578;Josephine Lister;6
4579;[UNUSED] Alexander Lister;6
4585;Ezekiel Graves;6
4586;Graham Van Talen;6
4587;Elizabeth Van Talen;6
4588;Arthur Moore;6
4589;Joseph Moore;6
4591;Mary Edras;6
4596;James Van Brunt;6
4597;Samuel Van Brunt;6
4598;Brom Killian;6
4599;Sarah Killian;6
4605;Basil Frye;6
4609;Doctor Marsh;6
4610;Algernon;6
4611;Doctor Herbert Halsey;6
4614;Martha Alliestar;6
4615;Katrina Alliestar;6
4616;Lavinia Crowe;6
4617;Thaddeus Webb;6
4620;Fobeed;6
4707;Zuzubee;6
4775;Felicia Doan;6
4872;Obsidian Golem;6
4877;Jandia;6
4954;Uttnar;6
4997;World Fishing Trainer;6
4998;World Herbalism Trainer;6
4999;World Mining Trainer;6
5024;World First Aid Trainer;6
5029;World Survival Trainer;6
5032;World Alchemy Trainer;6
5033;World Blacksmith Trainer;6
5034;World Brewing Trainer;6
5035;World Cartography Trainer;6
5036;World Cooking Trainer;6
5037;World Engineering Trainer;6
5038;World Enchanting Trainer;6
5039;World Tracking Trainer;6
5040;World Leatherworking Trainer;6
5041;World Tailoring Trainer;6
5064;World Trade Supplies;6
5100;Fillius Fizzlespinner;6
5127;Fimble Finespindle;6
5128;Bombus Finespindle;6
5137;Reyna Stonebranch;6
5138;Gwina Stonebranch;6
5150;Nissa Firestone;6
5153;Jormund Stonebrow;6
5154;Poranna Snowbraid;6
5157;Gimble Thistlefuzz;6
5158;Tilli Thistlefuzz;6
5159;Daryl Riknussun;6
5160;Emrul Riknussun;6
5161;Grimnur Stonebrand;6
5162;Tansy Puddlefizz;6
5174;Springspindle Fizzlegear;6
5175;Gearcutter Cogspinner;6
5177;Tally Berryfizz;6
5178;Soolie Berryfizz;6
5367;Scillia Daggerquil;6
5392;Yarr Hammerstone;6
5415;Centaur Outrunner;6
5482;Stephen Ryback;6
5483;Erika Tate;6
5493;Arnold Leland;6
5494;Catherine Leland;6
5499;Lilyssia Nightbreeze;6
5500;Tel'Athir;6
5502;Shylamiir;6
5503;Eldraeith;6
5511;Therum Deepforge;6
5512;Kaita Deepforge;6
5513;Gelman Stonehand;6
5514;Brooke Stonebraid;6
5518;Lilliam Sparkspindle;6
5519;Billibub Cogspinner;6
5564;Simon Tanner;6
5565;Jillian Tanner;6
5566;Tannysa;6
5567;Sellandus;6
5597;Grunt Komak;6
5603;Grunt Mojka;6
5672;[UNUSED] Charles Brewton;6
5690;Clyde Kellen;6
5695;Vance Undergloom;6
5696;Gerard Abernathy;6
5697;Theresa;6
5698;Joanna Whitehall;6
5699;Leona Tharpe;6
5748;Killian Sanatha;6
5757;Lilly;6
5758;Leo Sarn;6
5759;Nurse Neela;6
5783;Kalldan Felmoon;6
5784;Waldor;6
5792;Drag Master Miglen;6
5811;Kamari;6
5817;Shimra;6
5818;[UNUSED] Tren'Shan;6
5825;Corrupt Tyranis Malem;6
5903;Nyx Bloodrage;6
5904;[UNUSED] Hurll Kans;6
5922;Strength of Earth Totem III;6
5923;Poison Cleansing Totem;6
5924;Disease Cleansing Totem;6
5925;Grounding Totem;6
5927;Fire Resistance Totem;6
5938;Uthan Stillwater;6
5939;Vira Younghoof;6
5940;Harn Longcast;6
5941;Lau'Tiki;6
5942;Zansoa;6
5943;Rawrk;6
5944;Yonada;6
5956;Graznab;6
6017;Lava Spout Totem;6
6030;Thorvald Deepforge;6
6072;Diathorus the Seeker;6
6094;Byancie;6
6108;Greater Phantasm;6
6111;Fire Nova Totem III;6
6112;Windfury Totem;6
6242;World Skinning Trainer;6
6248;Twiggy Flathead;6
6266;Menara Voidrender;6
6286;Zarrin;6
6287;Radnaal Maneweaver;6
6288;Jayla;6
6289;Rand Rhobart;6
6290;Yonn Deepcut;6
6291;Balthus Stoneflayer;6
6292;Eladriel;6
6295;Wilma Ranthal;6
6297;Kurdram Stonehammer;6
6298;Thelgrum Stonehammer;6
6299;Delfrum Flintbeard;6
6300;Elisa Steelhand;6
6306;Helene Peltskinner;6
6387;Dranh;6
6492;Rift Spawn;6
6574;Jun'ha;6
6730;Jinky Twizzlefixxit;6
6731;Harlown Darkweave;6
6768;Lord Jorach Ravenholdt;6
6777;Zan Shivsproket;6
6779;Smudge Thunderwood;6
7073;Arados the Damned;6
7074;Judge Thelgram;6
7087;Killian Hagey;6
7088;Thuwd;6
7089;Mooranta;6
7173;World Weaponsmithing Trainer;6
7174;World Armorsmithing Trainer;6
7293;[UNUSED] Drayl;6
7294;Shim'la;6
7295;Shailiea;6
7296;Corand;6
7297;Gothard Winslow;6
7324;Simone Cantrell;6
7366;Stoneskin Totem IV;6
7383;Black Tabby;6
7464;Magma Totem II;6
7467;Nature Resistance Totem;6
7525;World Leatherworking Dragonscale Trainer;6
7526;World Leatherworking Elemental Trainer;6
7528;World Leatherworking Tribal Trainer;6
7872;Death's Head Cultist;6
7873;Razorfen Battleguard;6
7874;Razorfen Thornweaver;6
7895;Ambassador Bloodrage;6
7940;Darnall;6
7944;Tinkmaster Overspark;6
7951;Zas'Tysh;6
8305;Kixxle;6
8306;Duhng;6
8310;Watcher Wollpert;6
8363;Shadi Mistrunner;6
8508;Gretta Ganter;6
8681;Outfitter Eric;6
8777;Seinrick Coulthane;6
9555;Mu'uta;6
9584;Jalane Ayrole;6
9976;Tharlidun;6
10118;Nessa Shadowsong;6
10237;Yor;6
10238;Staggon;6
10239;Tepolar;6
10266;Ug'thok;6
10276;Rotgath Stonebeard;6
10277;Groum Stonebeard;6
10278;Thrag Stonehoof;6
10676;Raider Jhash;6
10682;Raider Kerr;6
10993;Twizwick Sprocketgrind;6
11017;Roxxik;6
11025;Mukdrak;6
11026;Sprite Jumpsprocket;6
11028;Jemma Quikswitch;6
11029;Trixie Quikswitch;6
11031;Franklin Lloyd;6
11037;Jenna Lemkenilli;6
11041;Milla Fairancora;6
11042;Sylvanna Forestmoon;6
11044;Doctor Martin Felben;6
11046;Whuut;6
11047;Kray;6
11048;Victor Ward;6
11049;Rhiannon Davis;6
11050;Trianna;6
11051;Vhan;6
11065;Thonys Pillarstone;6
11066;Jhag;6
11067;Malcomb Wynn;6
11068;Betty Quin;6
11070;Lalina Summermoon;6
11071;Mot Dawnstrider;6
11072;Kitta Firewind;6
11074;Hgarth;6
11081;Faldron;6
11083;Darianna;6
11084;Tarn;6
11096;Randal Worth;6
11145;Myolor Sunderfury;6
11260;Northshire Peasant;6
11393;Josh Miller;6
11398;Charisse Moonrunner;6
11403;Russle Hochstein;6
11408;Watna;6
11413;Vincent Wilfork;6
11719;Navi Quickdraw;6
11776;Salome;6
11779;Shadowshard Thunderer;6
11780;Ambershard Rager;6
11979;Kim Bridenbecker;6
11994;Rob Bridenbecker;6
12022;Lorelae Wintersong;6
12025;Malvor;6
12043;Kulwia;6
12044;Sun Rock Blacksmithing Supplies;6
12177;Kyle Blackthorne;6
12296;Sickly Gazelle;6
12297;Cured Gazelle;6
12298;Sickly Deer;6
12299;Cured Deer;6
12319;Burning Blade Toxicologist;6
12320;Burning Blade Crusher;6
12321;Stormscale Toxicologist;6
12375;Chestnut Mare;6
12836;Wandering Protector;6
12943;Werg Thickblade;6
12998;Dwarven Farmer;6
14221;Gravis Slipknot;6
14281;Jimmy the Bleeder;6
14406;Roving Kodo;6
14498;Tosamina;6
15363;Spirit Totem;6
16019;Boorana Thunderhoof;6
16023;Allenya Moonshadow;6
16070;Garel Redrock;6
16076;Tharl Stonebleeder;6
17031;Varel Redrock;6
17032;Varl Stonebleeder;6
205;Nightbane Dark Runner;5
206;Nightbane Vile Fang;5
211;Ogre;5
212;Splinter Fist Warrior;5
226;Morg Gnarltree;5
267;Clerk Daltry;5
268;Sirra Von'Indi;5
271;Ambassador Berrybuck;5
272;Chef Grual;5
277;Roberto Pupellyverbos;5
279;Morgan Pestle;5
288;Jitters;5
300;Zzarc' Vul;5
301;[UNUSED] Brog'Mud;5
311;Sven Yorgen;5
315;Stalvan Mistmantle;5
339;[UNUSED] Helgor the Pugilist;5
346;Barkeep Daniels;5
374;Cog Glitzspinner;5
417;Felhunter;5
482;Elling Trias;5
483;Elaine Trias;5
496;[UNUSED] Watcher Kleeman;5
497;[UNUSED] Watcher Benjamin;5
499;Watcher Paige;5
503;Lord Malathrom;5
509;[UNUSED] Long Fang;5
522;Mor'Ladim;5
533;Nightbane Shadow Weaver;5
535;[UNUSED] Savar;5
536;[UNUSED] Rhal'Del;5
538;[UNUSED] Buk'Cha;5
570;Brain Eater;5
576;Watcher Ladimore;5
586;[UNUSED] Watcher Kern;5
610;[UNUSED] Rabid Gina Whipple;5
611;[UNUSED] Rabid Mr. Whipple;5
612;[UNUSED] Rabid Mrs. Whipple;5
613;[UNUSED] Rabid Johnny Whipple;5
633;Elaine Carevin;5
661;Jonathan Carevin;5
663;Calor;5
727;Ironforge Mountaineer;5
771;Commander Felstrom;5
785;Skeletal Warder;5
787;Skeletal Healer;5
920;Nightbane Tainted One;5
1036;Dragonmaw Centurion;5
1037;Dragonmaw Battlemaster;5
1038;Dragonmaw Shadowwarder;5
1057;Dragonmaw Bonewarder;5
1072;Roggo Harlbarrow;5
1110;Skeletal Raider;5
1157;Cursed Sailor;5
1158;Cursed Marine;5
1159;First Mate Snellig;5
1160;Captain Halyndor;5
1200;Morbent Fel;5
1212;Bishop Farthing;5
1251;Splinter Fist Firemonger;5
1262;White Ram;5
1267;Ragnar Thunderbrew;5
1270;Fetid Corpse;5
1275;Kyra Boucher;5
1276;Mountaineer Brokk;5
1277;Mountaineer Ganin;5
1278;Mountaineer Stenn;5
1279;Mountaineer Flint;5
1280;Mountaineer Droken;5
1281;Mountaineer Zaren;5
1282;Mountaineer Veek;5
1285;Thurman Mullby;5
1287;Marda Weller;5
1289;Gunther Weller;5
1291;Carla Granger;5
1294;Aldric Moore;5
1295;Lara Moore;5
1297;Lina Stover;5
1298;Frederick Stover;5
1299;Lisbeth Schneider;5
1301;Julia Gallina;5
1302;Bernard Gump;5
1304;Darian Singh;5
1305;Jarel Moor;5
1308;Owen Vaughn;5
1309;Wynne Larson;5
1310;Evan Larson;5
1311;Joachim Brenlow;5
1312;Ardwyn Cailen;5
1314;Duncan Cullen;5
1315;Allan Hafgan;5
1319;Bryan Cross;5
1320;Seoman Griffith;5
1321;Alyssa Griffith;5
1324;Heinrich Stone;5
1325;Jasper Fel;5
1327;Reese Langston;5
1333;Gerik Koen;5
1339;Mayda Thane;5
1341;Wilhelm Strang;5
1348;Gregory Ardus;5
1349;Agustus Moulaine;5
1350;Theresa Moulaine;5
1351;Brother Cassius;5
1364;Balgaras the Foul;5
1418;Bluegill Raider;5
1433;Corbett Schneider;5
1477;Christoph Faral;5
1478;Aedis Brom;5
1487;Splinter Fist Enslaver;5
1579;Mage 30;5
1586;Warlock 30;5
1593;Shaman 30;5
1600;Rogue 30;5
1614;Paladin 30;5
1617;Druid 30;5
1628;Hunter 30;5
1633;Priest 30;5
1640;Warrior 30;5
1719;Warden Thelwater;5
1940;Rot Hide Plague Weaver;5
1945;Tree Form 0.33;5
2091;Chieftain Nek'rosh;5
2092;Pilot Longbeard;5
2104;Captain Stoutfist;5
2105;Mountaineer Dokkin;5
2108;Garneg Charskull;5
2109;Steam Tank;5
2228;Lieutenant Farren Orinelle;5
2263;Marshal Redpath;5
2288;Skracher Mudmuzzle;5
2337;Dark Strand Voidcaller;5
2364;Neema;5
2368;Daggerspine Shorestalker;5
2369;Daggerspine Shorehunter;5
2370;Daggerspine Screamer;5
2371;Daggerspine Siren;5
2374;Torn Fin Muckdweller;5
2375;Torn Fin Coastrunner;5
2376;Torn Fin Oracle;5
2377;Torn Fin Tidehunter;5
2382;Darren Malvew;5
2401;Kayren Soothallow;5
2406;Mountain Lion;5
2419;Deathguard Humbert;5
2435;Southshore Crier;5
2439;Major Samuelson;5
2466;Mountaineer Grugelm;5
2468;Mountaineer Thar;5
2469;Mountaineer Rharen;5
2475;Sloth;5
2479;Sludge;5
2524;Mountaineer Haggis;5
2525;Mountaineer Barn;5
2526;Mountaineer Morlic;5
2527;Mountaineer Angst;5
2679;Wenna Silkbeard;5
2786;Gerrig Bonegrip;5
2869;Warrior 29;5
2997;Jyn Stonehoof;5
3003;Fyr Mistrunner;5
3015;Kuna Thunderhorn;5
3016;Tand;5
3017;Nan Mistrunner;5
3018;Hogor Thunderhoof;5
3019;Delgo Ragetotem;5
3020;Etu Ragetotem;5
3021;Kard Ragetotem;5
3022;Sunn Ragetotem;5
3023;Sura Wildmane;5
3024;Tah Winterhoof;5
3025;Kaga Mistrunner;5
3037;Sheza Wildmane;5
3053;Synge;5
3082;[UNUSED] Narache Guard;5
3092;Tagain;5
3093;Grod;5
3095;Fela;5
3180;Dark Iron Entrepreneur;5
3297;Sen'jin Watcher;5
3301;Morgan Ladimore;5
3313;Trak'gen;5
3314;Urtharo;5
3315;Tor'phan;5
3316;Handor;5
3317;Ollanus;5
3319;Sana;5
3321;Morgum;5
3322;Kaja;5
3323;Horthus;5
3329;Kor'jus;5
3330;Muragus;5
3331;Kareth;5
3335;Hagrus;5
3349;Ukra'nor;5
3350;Asoran;5
3351;Magenius;5
3359;Kiro;5
3360;Koru;5
3361;Shoma;5
3368;Borstan;5
3369;Gotri;5
3371;Tamaro;5
3372;Sarlek;5
3409;Zendo'jian;5
3410;Jin'sora;5
3414;General Twinbraid;5
3433;Tatternack Steelforge;5
3536;Kris Legace;5
3537;Zixil;5
3538;Overwatch Mark I;5
3539;Ott;5
3541;Sarah Raycroft;5
3544;Jason Lemieux;5
3562;Alaindia;5
3683;Kiknikle;5
3684;Pizznukle;5
3689;Laer Stepperunner;5
3752;Xavian Rogue;5
3754;Xavian Betrayer;5
3755;Xavian Felsworn;5
3757;Xavian Hellcaller;5
3758;Felmusk Satyr;5
3759;Felmusk Rogue;5
3762;Felmusk Felsworn;5
3763;Felmusk Shadowstalker;5
3765;Bleakheart Satyr;5
3767;Bleakheart Trickster;5
3770;Bleakheart Shadowstalker;5
3771;Bleakheart Hellcaller;5
3799;Severed Druid;5
3801;Severed Sleeper;5
3802;Severed Dreamer;5
3803;Severed Keeper;5
3804;Forsaken Intruder;5
3806;Forsaken Infiltrator;5
3807;Forsaken Assassin;5
3808;Forsaken Dark Stalker;5
3821;Wildthorn Lurker;5
3848;Kayneth Stillwind;5
3901;Illiyana;5
3911;Stoneclaw Totem II;5
3920;Anilia;5
3951;Bhaldaran Ravenshade;5
4066;Nal'taszar;5
4082;Grawnal;5
4093;Galak Wrangler;5
4094;Galak Scout;5
4095;Galak Mauler;5
4096;Galak Windchaser;5
4097;Galak Stormer;5
4098;Galak Pack Runner;5
4099;Galak Marauder;5
4100;Screeching Harpy;5
4101;Screeching Roguefeather;5
4104;Screeching Windcaller;5
4111;Gravelsnout Kobold;5
4112;Gravelsnout Vermin;5
4113;Gravelsnout Digger;5
4114;Gravelsnout Forager;5
4115;[UNUSED] Gravelsnout Ambusher;5
4116;Gravelsnout Surveyor;5
4126;Crag Stalker;5
4130;Silithid Searcher;5
4131;Silithid Invader;5
4133;Silithid Hive Drone;5
4142;Sparkleshell Tortoise;5
4143;Sparkleshell Snapper;5
4144;Sparkleshell Borer;5
4147;Saltstone Basilisk;5
4150;Saltstone Gazer;5
4151;Saltstone Crystalhide;5
4154;Salt Flats Scavenger;5
4164;Cylania;5
4167;Dendrythis;5
4169;Jaeana;5
4170;Ellandrieth;5
4171;Merelyssa;5
4172;Anadyia;5
4173;Landria;5
4174;Siannai;5
4175;Vinasia;5
4176;Ki'rasia;5
4177;Melea;5
4178;Shaia;5
4179;Freillania;5
4180;Ealyshia Dewwhisper;5
4181;Fyrenna;5
4203;Ariyell Skyshadow;5
4220;Cyroen;5
4230;Yldan;5
4231;Kieran;5
4232;Glorandiir;5
4233;Mythidan;5
4234;Andrus;5
4235;Turian;5
4236;Cyridan;5
4237;Urthoniir;5
4239;Lewin Starfeather;5
4240;Caynrus;5
4241;Mydrannul;5
4250;Galak Packhound;5
4251;Goblin Racer;5
4252;Gnome Racer;5
4311;Holgar Stormaxe;5
4317;Nyse;5
4452;Kravel Koalbeard;5
4453;Wizzle Brassbolts;5
4454;Fizzle Brassbolts;5
4483;Moktar Krin;5
4485;Belgrom Rockmaul;5
4487;Kodiak;5
4507;Daisy;5
4554;Tawny Grisette;5
4555;Eleanor Rusk;5
4557;Louis Warren;5
4558;Lauren Newcomb;5
4559;Timothy Weldon;5
4560;Walter Ellingson;5
4562;Thomas Mordan;5
4569;Charles Seaton;5
4570;Sydney Upton;5
4571;Morley Bates;5
4572;Silas Zimmer;5
4575;Hannah Akeley;5
4580;Lucille Castleton;5
4581;Salazar Bloch;5
4590;Jonathan Chambers;5
4592;Nathaniel Steenwick;5
4600;Geoffrey Hartwell;5
4601;Francis Eliot;5
4602;Benijah Fenner;5
4603;Nicholas Atwood;5
4604;Abigail Sawyer;5
4612;Boyle;5
4619;Geltharis;5
4629;Trackmaster Zherin;5
4630;Pozzik;5
4721;Zangen Stonehoof;5
4722;Rau Cliffrunner;5
4724;Sandstrider;5
4785;Illusionary Nightmare;5
4875;Turhaw;5
4876;Jawn Highmesa;5
4878;Montarr;5
4945;Goblin Drag Car;5
4946;Gnome Drag Car;5
5042;Nurse Lillian;5
5101;Bryllia Ironbrand;5
5102;Dolman Steelfury;5
5103;Grenil Steelfury;5
5105;Gilbin;5
5106;Bromiir Ormsen;5
5107;Mangorn Flinthammer;5
5108;Raena Flinthammer;5
5109;Myra Tyrngaarde;5
5110;Barim Jurgenstaad;5
5112;Gwenna Firebrew;5
5119;Hegnar Swiftaxe;5
5120;Brenwyn Wintersteel;5
5121;Kelomir Ironhand;5
5122;Skolmin Goldfury;5
5123;Bretta Goldfury;5
5124;Sognar Cliffbeard;5
5125;Dolkin Craghelm;5
5126;Olthran Craghelm;5
5129;Lissyphus Finespindle;5
5131;[UNUSED] Kiren Tyrngaarde;5
5132;Pithwick;5
5133;Harick Boulderdrum;5
5140;Edris Barleybeard;5
5151;Ginny Longberry;5
5152;Bingus;5
